,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver
0,60.856883095541406,16.706830686501686,77.5637137820431,0.0014040244084518147,301.5817976168528,301.5832016412612,480.49772907805794,128.07007634634735,608.5678054244053,0.010541602661653562,2251.3414947532183,2251.35203635588,3431.7463798722815,17385.6443378387,20817.390717710983
