,t,B0w.Q,B0w.W,B0w.z,B1w.Q,B1w.W,B1w.z,B3w.Q,B3w.W,B3w.z,Irrigation1w.Qin,Irrigation1w.Qout,Irrigation3w.Qin,Irrigation3w.Qout,Pump4w.Qin,Pump4w.Qout,Pump4w.H,Pump4w.Hfix,Pump4w.Ph,Pump4w.Pe,Pump4w.PumpOn,Pump7w.Qin,Pump7w.Qout,Pump7w.H,Pump7w.Hfix,Pump7w.Ph,Pump7w.Pe,Pump7w.PumpOn,Pump8w.Qin,Pump8w.Qout,Pump8w.H,Pump8w.Hfix,Pump8w.Ph,Pump8w.Pe,Pump8w.PumpOn,Pipe0w.Q,Pipe0w.H,Pipe0w.zlow,Pipe0w.zhigh,Pipe0w.Qp,Pipe0w.Qn,Pipe2w.Q,Pipe2w.H,Pipe2w.zlow,Pipe2w.zhigh,Pipe2w.Qp,Pipe2w.Qn,PVw.forecast,PVw.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,EBgw.P_bal,B0s.Q,B0s.W,B0s.z,B1s.Q,B1s.W,B1s.z,B3s.Q,B3s.W,B3s.z,Irrigation1s.Qin,Irrigation1s.Qout,Irrigation3s.Qin,Irrigation3s.Qout,Pump4s.Qin,Pump4s.Qout,Pump4s.H,Pump4s.Hfix,Pump4s.Ph,Pump4s.Pe,Pump4s.PumpOn,Pump7s.Qin,Pump7s.Qout,Pump7s.H,Pump7s.Hfix,Pump7s.Ph,Pump7s.Pe,Pump7s.PumpOn,Pump8s.Qin,Pump8s.Qout,Pump8s.H,Pump8s.Hfix,Pump8s.Ph,Pump8s.Pe,Pump8s.PumpOn,Pipe0s.Q,Pipe0s.H,Pipe0s.zlow,Pipe0s.zhigh,Pipe0s.Qp,Pipe0s.Qn,Pipe2s.Q,Pipe2s.H,Pipe2s.zlow,Pipe2s.zhigh,Pipe2s.Qp,Pipe2s.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBgs.P_bal,p4r1w_expanded.Q,p4ebw_expanded.P,p7r0w_expanded.Q,p7c0_Qw_expanded.Q,p7ebw_expanded.P,p8r0w_expanded.Q,p8c2_Qw_expanded.Q,p8ebw_expanded.P,c0r1_Qw_expanded.Q,c2r3_Qw_expanded.Q,r3i3w_expanded.Q,r1i1w_expanded.Q,gridebw_expanded.P,pvebw_expanded.P,p4r1s_expanded.Q,p4ebs_expanded.P,p7r0s_expanded.Q,p7c0_Qs_expanded.Q,p7ebs_expanded.P,p8r0s_expanded.Q,p8c0_Qs_expanded.Q,p8ebs_expanded.P,c0r1_Qs_expanded.Q,c2r3_Qs_expanded.Q,r3i3s_expanded.Q,r1i1s_expanded.Q,gridebs_expanded.P,pvebs_expanded.P
10,10,-2.921394234688699e-11,119999999.99999905,129.99999999999997,-0.1394416631812556,116886.10821153589,338.52867090058663,-0.03377205445361815,69112.96250684357,419.6737666832564,-0.139441663004126,0.139441663004126,-0.03377205465996169,0.03377205465996169,-2.063435403069739e-10,2.063435403069739e-10,81.14509578266976,80,0.00016425634780876366,0.0002003126192789801,0.0,-1.4614782185544644e-11,1.4614782185544644e-11,208.52867090058663,204.5,2.9896966836671195e-05,3.24262113196e-05,0.0,-1.459916016134235e-11,1.459916016134235e-11,208.52867090058663,204.5,2.9865009388823655e-05,3.2426720291882363e-05,0.0,2.921394234688699e-11,208.52867090058663,129.99999999999997,338.52867090058663,6.5830989116560545e-09,6.5538849693091674e-09,2.063435403069739e-10,81.14509578266976,338.52867090058663,419.6737666832564,7.092095539637353e-09,6.885751999330379e-09,0.5137134929205837,-265564.1928099455,265564.1925447799,265564.1925529688,8.188861976454563e-06,0,-2.797832242719238e-11,119998855.20003523,129.99999046000028,-0.6868562680866562,105484.52880055427,338.32184649476534,0.18078551720779504,70743.30440576802,419.80760813951747,-0.4316537416475802,0.4316537416475802,-0.07441700925925926,0.07441700925925926,-0.2552025264670543,0.2552025264670543,81.88415814922936,80,205000.0,250000.0,1.0,-1.3996642248718367e-11,1.3996642248718367e-11,208.32185603476503,204.5,2.860406168207832e-05,3.102392807166847e-05,0.0,-1.3981680178474019e-11,1.3981680178474019e-11,208.32185603476503,204.5,2.8573484635629915e-05,3.102441328515734e-05,0.0,2.7978322427192384e-11,208.32185603476503,129.99999046000028,338.32184649476534,2.398172678135398e-08,2.395374845892679e-08,0.2552025264670543,81.88415814922936,338.32184649476534,419.80760813951747,0.2552025264670543,0.0,0.8271725442451721,-427606.8510130904,177606.84850467302,177606.84851330082,8.627785624740327e-06,0,-2.063435403069739e-10,0.0002003126192789801,-1.4614782185544644e-11,1.4614782185544644e-11,3.24262113196e-05,-1.459916016134235e-11,1.459916016134235e-11,3.2426720291882363e-05,2.921394234688699e-11,2.063435403069739e-10,-0.03377205465996169,-0.139441663004126,265564.1925447799,-265564.1928099455,-0.2552025264670543,250000.0,-1.3996642248718367e-11,1.3996642248718367e-11,3.102392807166847e-05,-1.3981680178474019e-11,1.3981680178474019e-11,3.102441328515734e-05,2.7978322427192384e-11,0.2552025264670543,-0.07441700925925926,-0.4316537416475802,177606.84850467302,-427606.8510130904
11,11,-3.046692493298197e-11,119999999.99999894,129.99999999999997,-0.1364759741324396,116394.79470465911,338.51975848411615,-0.027246933124927493,69014.87354759384,419.66571415810336,-0.13647597416088697,0.13647597416088697,-0.027246933126947044,0.027246933126947044,-2.0195515648303187e-12,2.0195515648303187e-12,81.1459556739872,80,1.60764744127663e-06,1.960545660093134e-06,0.0,-1.524159481955314e-11,1.524159481955314e-11,208.51975848411615,204.5,3.117788370949626e-05,3.3815492092729135e-05,0.0,-1.522533011342883e-11,1.522533011342883e-11,208.51975848411615,204.5,3.1144612970960264e-05,3.381608357324676e-05,0.0,3.0466924932981977e-11,208.51975848411615,129.99999999999997,338.51975848411615,6.58272437958601e-09,6.552257454653027e-09,2.0195515648303187e-12,81.1459556739872,338.51975848411615,419.66571415810336,6.931867247139894e-09,6.929847695575064e-09,0.6112149495870927,-315967.57133725286,315967.57126766077,315967.5712759059,8.245152563990233e-06,0,-0.31799999000824203,119997710.40007119,129.99998092000058,-0.066930539493956,105243.57885837601,338.31747566798526,-0.06171068824577132,70521.14592808324,419.78937023850193,-0.38493052944935824,0.38493052944935824,-0.06171068829861111,0.06171068829861111,-5.2839786803063775e-11,5.2839786803063775e-11,81.47189457051662,80,4.223163345450483e-05,5.150199201768883e-05,0.0,-0.3179999900020746,0.3179999900020746,211.13885417068695,204.5,658664.5259853671,714386.687619704,1.0,-6.167435091443914e-12,6.167435091443914e-12,211.13885417068695,204.5,1.2774436600062322e-05,1.3870180890404258e-05,0.0,0.31799999000824203,211.13885417068695,129.99998092000058,338.31747566798526,0.31799999000824203,8.483921602487387e-41,5.2839786803063775e-11,81.47189457051662,338.31747566798526,419.78937023850193,1.59421756979084e-08,1.5889335911105334e-08,0.9073690875066988,-469064.4544724459,-245322.23321263026,8.663751738829143e-06,245322.23322129404,0,-2.0195515648303187e-12,1.960545660093134e-06,-1.524159481955314e-11,1.524159481955314e-11,3.3815492092729135e-05,-1.522533011342883e-11,1.522533011342883e-11,3.381608357324676e-05,3.0466924932981977e-11,2.0195515648303187e-12,-0.027246933126947044,-0.13647597416088697,315967.57126766077,-315967.57133725286,-5.2839786803063775e-11,5.150199201768883e-05,-0.3179999900020746,0.3179999900020746,714386.687619704,-6.167435091443914e-12,6.167435091443914e-12,1.3870180890404258e-05,0.31799999000824203,5.2839786803063775e-11,-0.06171068829861111,-0.38493052944935824,-245322.23321263026,-469064.4544724459
12,12,-3.173638305436614e-11,119999999.99999882,129.99999999999997,-0.12676203886777132,115938.45136473513,338.5114804257237,-0.024377096702163873,68927.11599946606,419.6585097808822,-0.1267620351746207,0.1267620351746207,-0.024377100427050883,0.024377100427050883,-3.724887008614505e-09,3.724887008614505e-09,81.14702935515855,80,0.0029652050863116304,0.0036161037637946706,0.0,-1.587664527136489e-11,1.587664527136489e-11,208.5114804257237,204.5,3.24756401635167e-05,3.522303705370576e-05,0.0,-1.585973778300125e-11,1.585973778300125e-11,208.5114804257237,204.5,3.244105593625826e-05,3.5223730658260876e-05,0.0,3.1736383054366133e-11,208.5114804257237,129.99999999999997,338.5114804257237,6.5829602241665695e-09,6.551223841112204e-09,3.724887008614505e-09,81.14702935515855,338.5114804257237,419.6585097808822,9.063298842294657e-09,5.338411833680153e-09,0.6484390389437005,-335210.5645220953,335210.56083554483,335210.5608438423,8.297469070201957e-06,0,-0.3179999900111193,119996565.60010715,129.9999713800009,-0.011620407375236935,105201.74539182517,338.3167168097999,-0.05046804893191546,70339.46095192834,419.7744549733018,-0.3296203901751093,0.3296203901751093,-0.05046805614316239,0.05046805614316239,-7.211246925488313e-09,7.211246925488313e-09,81.45773816350187,80,0.0057625103846867904,0.0070274516886424275,0.0,-0.31799999000280293,0.31799999000280293,211.1381048525523,204.5,658662.1884290826,714384.1523092001,1.0,-8.316381879883585e-12,8.316381879883585e-12,211.1381048525523,204.5,1.7225429122920807e-05,1.870296321706928e-05,0.0,0.3179999900111193,211.1381048525523,129.9999713800009,338.3167168097999,0.3179999900111193,4.317375329251761e-39,7.211246925488313e-09,81.45773816350187,338.3167168097999,419.7744549733018,1.9597960668926504e-08,1.2386713743438194e-08,0.9075888237412905,-469178.0471183738,-245206.11223698116,1.5531325120627026e-05,245206.1122525125,0,-3.724887008614505e-09,0.0036161037637946706,-1.587664527136489e-11,1.587664527136489e-11,3.522303705370576e-05,-1.585973778300125e-11,1.585973778300125e-11,3.5223730658260876e-05,3.1736383054366133e-11,3.724887008614505e-09,-0.024377100427050883,-0.1267620351746207,335210.56083554483,-335210.5645220953,-7.211246925488313e-09,0.0070274516886424275,-0.31799999000280293,0.31799999000280293,714384.1523092001,-8.316381879883585e-12,8.316381879883585e-12,1.870296321706928e-05,0.3179999900111193,7.211246925488313e-09,-0.05046805614316239,-0.3296203901751093,-245206.11223698116,-469178.0471183738
13,13,-3.3470242451640465e-11,119999999.9999987,129.99999999999997,-0.29980398898085325,114859.15700440406,338.49190204919046,0.18050782243083757,69576.94416021707,419.71185684103676,-0.09851254662541464,0.09851254662541464,-0.020783619958071282,0.020783619958071282,-0.20129144238890886,0.20129144238890886,81.46780894698396,80,160871.96088549608,196185.318153044,1.0,-1.6744010741632417e-11,1.6744010741632417e-11,208.4919020491905,204.5,3.424661825151482e-05,3.714383758298787e-05,0.0,-1.672623171000805e-11,1.672623171000805e-11,208.4919020491905,204.5,3.421025469929807e-05,3.714468479836924e-05,0.0,3.347024245164046e-11,208.4919020491905,129.99999999999997,338.49190204919046,6.5879364724782795e-09,6.554466230026639e-09,0.20129144238890886,81.46780894698396,338.49190204919046,419.71185684103676,0.20129144238890886,1.0846903667582195e-40,0.6048769083203855,-312691.1208705129,116505.80264318037,116505.80265775062,1.4570247833972089e-05,0,-0.31799999001138307,119995420.80014311,129.9999618400012,-0.2029747504840644,104471.03629008253,338.3034617623763,0.21157029895347088,71101.11402816084,419.8369821996191,-0.269119229657056,0.269119229657056,-0.04028521188492063,0.04028521188492063,-0.2518555108383915,0.2518555108383915,81.92153542060639,80,202403.7473913378,246833.83828211922,1.0,-0.3179999900028698,0.3179999900028698,211.12485934513307,204.5,658620.8680104854,714339.3362369691,1.0,-8.5132190979052e-12,8.5132190979052e-12,211.12485934513307,204.5,1.7632024931035392e-05,1.9144435321428222e-05,0.0,0.31799999001138307,211.12485934513307,129.9999618400012,338.3034617623763,0.31799999001138307,1.1813746263852575e-41,0.2518555108383915,81.92153542060639,338.3034617623763,419.8369821996191,0.2518555108383915,0.0,0.8371170424435377,-432747.65941204317,-528425.5151261896,1.5540993400907992e-05,528425.5151417304,0,-0.20129144238890886,196185.318153044,-1.6744010741632417e-11,1.6744010741632417e-11,3.714383758298787e-05,-1.672623171000805e-11,1.672623171000805e-11,3.714468479836924e-05,3.347024245164046e-11,0.20129144238890886,-0.020783619958071282,-0.09851254662541464,116505.80264318037,-312691.1208705129,-0.2518555108383915,246833.83828211922,-0.3179999900028698,0.3179999900028698,714339.3362369691,-8.5132190979052e-12,8.5132190979052e-12,1.9144435321428222e-05,0.31799999001138307,0.2518555108383915,-0.04028521188492063,-0.269119229657056,-528425.5151261896,-432747.65941204317
14,14,-3.4191838105890965e-11,119999999.99999857,129.99999999999997,-0.34593614587031035,113613.78687927095,338.4693110618479,0.24100856355453812,70444.5749890134,419.7830842159203,-0.09020167268070796,0.09020167268070796,-0.01472590966925612,0.01472590966925612,-0.2557344732237942,0.2557344732237942,81.71383223298784,80,205000.0,250000.0,1.0,-1.7104988888105235e-11,1.7104988888105235e-11,208.46931106184792,204.5,3.498113809482043e-05,3.794049684904603e-05,0.0,-1.7086849217785737e-11,1.7086849217785737e-11,208.46931106184792,204.5,3.494404094634568e-05,3.794141253674884e-05,0.0,3.419183810589096e-11,208.46931106184792,129.99999999999997,338.4693110618479,6.571317879796401e-09,6.5371260416905106e-09,0.2557344732237942,81.71383223298784,338.4693110618479,419.7830842159203,0.2557344732237942,4.4132829089668884e-40,0.49767636182026426,-257273.79780282374,7273.797626724378,7273.797641205701,1.4481323196533729e-05,0,-0.31799999001121576,119994276.00017907,129.9999523000015,-0.03725755222063487,104336.90910208825,338.30102869806467,0.055578487731280365,71301.19658399344,419.8534077976258,-0.2698475484079777,0.2698475484079777,-0.029831506092592587,0.029831506092592587,-0.08540999382387296,0.08540999382387296,81.59700253076204,80,68367.8469203715,83375.4230736238,1.0,-0.3179999900028274,0.3179999900028274,211.12243582081817,204.5,658613.3076326528,714331.1362610118,1.0,-8.38838932565754e-12,8.38838932565754e-12,211.12243582081817,204.5,1.7373286204878134e-05,1.886350293689266e-05,0.0,0.3179999900112158,211.12243582081817,129.9999523000015,338.30102869806467,0.3179999900112158,1.9647833783156212e-40,0.08540999382387296,81.59700253076204,338.30102869806467,419.8534077976258,0.08540999382387296,0.0,0.7025998704330214,-363209.00664591836,-434497.55270758073,1.5403955110820875e-05,434497.5527229847,0,-0.2557344732237942,250000.0,-1.7104988888105235e-11,1.7104988888105235e-11,3.794049684904603e-05,-1.7086849217785737e-11,1.7086849217785737e-11,3.794141253674884e-05,3.419183810589096e-11,0.2557344732237942,-0.01472590966925612,-0.09020167268070796,7273.797626724378,-257273.79780282374,-0.08540999382387296,83375.4230736238,-0.3179999900028274,0.3179999900028274,714331.1362610118,-8.38838932565754e-12,8.38838932565754e-12,1.886350293689266e-05,0.3179999900112158,0.08540999382387296,-0.029831506092592587,-0.2698475484079777,-434497.55270758073,-363209.00664591836
15,15,-3.077937588456725e-11,119999999.99999847,129.99999999999997,-0.07864385196203953,113330.6690122076,338.4641753098155,-0.011506156561217049,70403.15282539302,419.7796837005412,-0.07864385178154919,0.07864385178154919,-0.011506156772486772,0.011506156772486772,-2.1126972464657607e-10,2.1126972464657607e-10,81.31550839072578,80,0.00016853094471569637,0.0002055255423362148,0.0,-1.5397898491086975e-11,1.5397898491086975e-11,208.46417530981552,204.5,3.148921916449028e-05,3.415316612200679e-05,0.0,-1.5381477393480275e-11,1.5381477393480275e-11,208.46417530981552,204.5,3.145563746879601e-05,3.415378661107059e-05,0.0,3.077937588456725e-11,208.46417530981552,129.99999999999997,338.4641753098155,6.586467228958365e-09,6.555687853073798e-09,2.1126972464657607e-10,81.31550839072578,338.4641753098155,419.7796837005412,7.016287866193862e-09,6.8050181415472865e-09,0.32599011824461455,-168520.59330017076,168520.5930263383,168520.59304005778,1.371948699199272e-05,0,-0.317999990010506,119993131.20021503,129.99994276000177,0.018242811754387384,104402.58322440405,338.30222002523396,-0.025372205606028084,71209.85664381176,419.84590932714127,-0.2997571780658504,0.2997571780658504,-0.0253722057962963,0.0253722057962963,-1.9026821763845212e-10,1.9026821763845212e-10,81.54368930190728,80,0.00015220384147810254,0.00018561444082695433,0.0,-7.862713539475156e-12,7.862713539475156e-12,211.12363668797462,204.5,1.6284645878295046e-05,1.7662305724831933e-05,0.0,-0.3179999900026433,0.3179999900026433,211.12363668797462,204.5,658617.0538333178,715110.80763661,1.0,0.317999990010506,211.12363668797462,129.99994276000177,338.30222002523396,0.317999990010506,6.2118137980530385e-40,1.9026821763845212e-10,81.54368930190728,338.30222002523396,419.84590932714127,7.081799821641071e-09,6.891531604002619e-09,0.5186243614651183,-268102.86633431783,-447007.94150556886,1.4975279595397878e-05,447007.9415205441,0,-2.1126972464657607e-10,0.0002055255423362148,-1.5397898491086975e-11,1.5397898491086975e-11,3.415316612200679e-05,-1.5381477393480275e-11,1.5381477393480275e-11,3.415378661107059e-05,3.077937588456725e-11,2.1126972464657607e-10,-0.011506156772486772,-0.07864385178154919,168520.5930263383,-168520.59330017076,-1.9026821763845212e-10,0.00018561444082695433,-7.862713539475156e-12,7.862713539475156e-12,1.7662305724831933e-05,-0.3179999900026433,0.3179999900026433,715110.80763661,0.317999990010506,1.9026821763845212e-10,-0.0253722057962963,-0.2997571780658504,-447007.94150556886,-268102.86633431783
16,16,-2.4022803635256025e-11,119999999.99999838,129.99999999999997,-0.08433558608308701,113027.06090230848,338.4586678652178,-0.012485842009371303,70358.20379415929,419.775993650128,-0.08433558601347187,0.08433558601347187,-0.012485842103009258,0.012485842103009258,-9.363795434774711e-11,9.363795434774711e-11,81.31732578491018,80,7.469714666788406e-05,9.109408130229764e-05,0.0,-1.2017830445159196e-11,1.2017830445159196e-11,208.45866786521782,204.5,2.457621727647775e-05,2.6655333271667846e-05,0.0,-1.200497319009683e-11,1.200497319009683e-11,208.45866786521782,204.5,2.4549924453040633e-05,2.665572687626562e-05,0.0,2.4022803635256025e-11,208.45866786521782,129.99999999999997,338.4586678652178,6.601629470695353e-09,6.577606667060097e-09,9.363795434774711e-11,81.31732578491018,338.4586678652178,419.775993650128,7.070716294615963e-09,6.977078340268216e-09,0.11821470325038548,-61111.091447384,61111.09130297886,61111.09131612407,1.3145213886218085e-05,0,-2.4575175378774004e-11,119993131.20021494,129.99994276000177,-0.30347168275221365,103310.08516649608,338.2824021339101,-0.04141372512529115,71060.7672333607,419.83366996567906,-0.3034716728028736,0.3034716728028736,-0.04141373509920635,0.04141373509920635,-9.97391519895196e-09,9.97391519895196e-09,81.55126783176894,80,0.007979311065563667,0.009730867153126424,0.0,-1.2294173727990714e-11,1.2294173727990714e-11,208.28245937390832,204.5,2.512008185974193e-05,2.724520809082639e-05,0.0,-1.2281001650783292e-11,1.2281001650783292e-11,208.28245937390832,204.5,2.50931680007845e-05,2.724556786187242e-05,0.0,2.4575175378774004e-11,208.28245937390832,129.99994276000177,338.2824021339101,1.782021441618408e-08,1.7795639240805303e-08,9.97391519895196e-09,81.55126783176894,338.2824021339101,419.83366996567906,1.3193602504832955e-08,3.2196873058809957e-09,0.32243077805000214,-166680.59237053728,166680.58258517936,166680.58259342198,8.242631075815255e-06,0,-9.363795434774711e-11,9.109408130229764e-05,-1.2017830445159196e-11,1.2017830445159196e-11,2.6655333271667846e-05,-1.200497319009683e-11,1.200497319009683e-11,2.665572687626562e-05,2.4022803635256025e-11,9.363795434774711e-11,-0.012485842103009258,-0.08433558601347187,61111.09130297886,-61111.091447384,-9.97391519895196e-09,0.009730867153126424,-1.2294173727990714e-11,1.2294173727990714e-11,2.724520809082639e-05,-1.2281001650783292e-11,1.2281001650783292e-11,2.724556786187242e-05,2.4575175378774004e-11,9.97391519895196e-09,-0.04141373509920635,-0.3034716728028736,166680.58258517936,-166680.59237053728
17,17,-1.0858246785280296e-11,119999999.99999835,130.0,-0.07946213683879587,112740.99720968882,338.453478675973,-0.017623669145416507,70294.75858523579,419.77078517259287,-0.07946213683152505,0.07946213683152505,-0.01762366916354557,0.01762366916354557,-1.8129064179953607e-11,1.8129064179953607e-11,81.3173064966199,80,1.4461967417210286e-05,1.7636545630744246e-05,0.0,-5.432046180912124e-12,5.432046180912124e-12,208.453478675973,204.5,1.1108146732072332e-05,1.2047881488147866e-05,0.0,-5.426200604368171e-12,5.426200604368171e-12,208.453478675973,204.5,1.1096192945263235e-05,1.2047983653923165e-05,0.0,1.0858246785280298e-11,208.453478675973,130.0,338.453478675973,6.555883491350273e-09,6.545025244564992e-09,1.8129064179953607e-11,81.3173064966199,338.453478675973,419.77078517259287,7.106561076572497e-09,7.0884320123925436e-09,0.0,-3.3351020286390335e-09,-4.172907567078664e-05,8.938461724866004e-06,5.066753739565265e-05,0,-2.0435202346306364e-11,119993131.20021488,129.99994276000177,-0.31285950857490635,102183.79093562641,338.26197118073395,-0.05230335158962412,70872.47516763805,419.8182122973855,-0.3128594986571879,0.3128594986571879,-0.052303361527777786,0.052303361527777786,-9.93815366898389e-09,9.93815366898389e-09,81.55624111665156,80,0.007951186062011924,0.009696568368307224,0.0,-1.0223053666110262e-11,1.0223053666110262e-11,208.26202842073218,204.5,2.0886214891870648e-05,2.2653161487929123e-05,0.0,-1.0212148680196103e-11,1.0212148680196103e-11,208.26202842073218,204.5,2.086393545495925e-05,2.2653567269228286e-05,0.0,2.0435202346306368e-11,208.26202842073218,129.99994276000177,338.26197118073395,1.120400787985394e-08,1.1183572677507633e-08,9.93815366898389e-09,81.55624111665156,338.26197118073395,419.8182122973855,1.3200203365722133e-08,3.262049696738243e-09,0.11917990763987955,-61610.0538628927,61610.04412101761,61610.044129098846,8.081241746350222e-06,0,-1.8129064179953607e-11,1.7636545630744246e-05,-5.432046180912124e-12,5.432046180912124e-12,1.2047881488147866e-05,-5.426200604368171e-12,5.426200604368171e-12,1.2047983653923165e-05,1.0858246785280298e-11,1.8129064179953607e-11,-0.01762366916354557,-0.07946213683152505,-4.172907567078664e-05,-3.3351020286390335e-09,-9.93815366898389e-09,0.009696568368307224,-1.0223053666110262e-11,1.0223053666110262e-11,2.2653161487929123e-05,-1.0212148680196103e-11,1.0212148680196103e-11,2.2653567269228286e-05,2.0435202346306368e-11,9.93815366898389e-09,-0.052303361527777786,-0.3128594986571879,61610.04412101761,-61610.0538628927
18,18,-9.618577172858854e-12,119999999.9999983,130.0,-0.0849680262295052,112435.11231526261,338.44792993055285,-0.019958132149861484,70222.90930949629,419.7648867707284,-0.08496802622387623,0.08496802622387623,-0.019958132165109034,0.019958132165109034,-1.5247550042456777e-11,1.5247550042456777e-11,81.31695684017564,80,1.2163265657174155e-05,1.4833250801431894e-05,0.0,-4.811881936618929e-12,4.811881936618929e-12,208.44792993055285,204.5,9.839693190116915e-06,1.0672118427458694e-05,0.0,-4.806695236239926e-12,4.806695236239926e-12,208.44792993055285,204.5,9.829087040367047e-06,1.067219005468735e-05,0.0,9.618577172858854e-12,208.44792993055285,130.0,338.44792993055285,6.555843045570936e-09,6.5462244683980775e-09,1.5247550042456777e-11,81.31695684017564,338.44792993055285,419.7648867707284,7.105842787425283e-09,7.090595237382826e-09,0.0,-3.335331908371968e-09,-3.6174223951669576e-05,8.645814217482151e-06,4.482003816915173e-05,0,-1.8322818671297278e-11,119993131.2002148,129.99994276000177,-0.34621964651229575,100937.40020818215,338.2393616796874,-0.056173317315523864,70670.25122530217,419.8016109041741,-0.3462196368162279,0.3462196368162279,-0.05617332702991453,0.05617332702991453,-9.71439067008225e-09,9.71439067008225e-09,81.56224922448666,80,0.007772733293921469,0.009478943041367646,0.0,-9.1663234277253e-12,9.1663234277253e-12,208.23941891968565,204.5,1.872522856798044e-05,2.030935853360135e-05,0.0,-9.156495243571976e-12,9.156495243571976e-12,208.23941891968565,204.5,1.870515127132706e-05,2.0309610500898002e-05,0.0,1.8322818671297278e-11,208.23941891968565,129.99994276000177,338.2393616796874,6.547877174100943e-09,6.529554355429646e-09,9.71439067008225e-09,81.56224922448666,338.2393616796874,419.8016109041741,1.3058994265246092e-08,3.3446035951638436e-09,0.006622110122458065,-3423.2998551952487,3423.2903356332386,3423.290343570684,7.93744535109598e-06,0,-1.5247550042456777e-11,1.4833250801431894e-05,-4.811881936618929e-12,4.811881936618929e-12,1.0672118427458694e-05,-4.806695236239926e-12,4.806695236239926e-12,1.067219005468735e-05,9.618577172858854e-12,1.5247550042456777e-11,-0.019958132165109034,-0.08496802622387623,-3.6174223951669576e-05,-3.335331908371968e-09,-9.71439067008225e-09,0.009478943041367646,-9.1663234277253e-12,9.1663234277253e-12,2.030935853360135e-05,-9.156495243571976e-12,9.156495243571976e-12,2.0309610500898002e-05,1.8322818671297278e-11,9.71439067008225e-09,-0.05617332702991453,-0.3462196368162279,3423.2903356332386,-3423.2998551952487
19,19,-9.824633923554554e-12,119999999.99999827,130.0,-0.07751155680827403,112156.07071075281,338.4428681218356,-0.015871976227804233,70165.77019507618,419.7601959863669,-0.07751155680239302,0.07751155680239302,-0.015871976243509864,0.015871976243509864,-1.570563248613593e-11,1.570563248613593e-11,81.3173278645313,80,1.2528744049394165e-05,1.5278956157797766e-05,0.0,-4.9149648075372405e-12,4.9149648075372405e-12,208.44286812183563,204.5,1.0050240633377926e-05,1.0900477910388209e-05,0.0,-4.909669116017313e-12,4.909669116017313e-12,208.44286812183563,204.5,1.003941187342144e-05,1.0900555780044995e-05,0.0,9.824633923554557e-12,208.44286812183563,130.0,338.4428681218356,6.55565472599063e-09,6.545830092067076e-09,1.570563248613593e-11,81.3173278645313,338.4428681218356,419.7601959863669,7.1060072527737325e-09,7.090301620287597e-09,0.0,-3.3352897997876233e-09,-3.7076654558431174e-05,8.694116626205745e-06,4.577077118463692e-05,0,-1.0250375892156829e-11,119993131.20021477,129.99994276000177,-0.34283233901114407,99703.20378774202,338.21697338310827,-0.05143034923177366,70485.10196806779,419.7864112419252,-0.34283233899390886,0.34283233899390886,-0.05143034925925925,0.05143034925925925,-2.7485589058231932e-11,2.7485589058231932e-11,81.56943785881691,80,2.1993863517878307e-05,2.682178477790038e-05,0.0,-5.127948473351094e-12,5.127948473351094e-12,208.21703062310647,204.5,1.0474394064269063e-05,1.1360514169489222e-05,0.0,-5.122427418805736e-12,5.122427418805736e-12,208.21703062310647,204.5,1.046311670817648e-05,1.136060446056078e-05,0.0,1.025037589215683e-11,208.21703062310647,129.99994276000177,338.21697338310827,6.556842476496976e-09,6.54659210060482e-09,2.7485589058231932e-11,81.56943785881691,338.21697338310827,419.7864112419252,7.09677370062633e-09,7.069288111568099e-09,0.0,-3.335211679615886e-09,-4.953956819627077e-05,9.050130760797723e-06,5.858969895706849e-05,0,-1.570563248613593e-11,1.5278956157797766e-05,-4.9149648075372405e-12,4.9149648075372405e-12,1.0900477910388209e-05,-4.909669116017313e-12,4.909669116017313e-12,1.0900555780044995e-05,9.824633923554557e-12,1.570563248613593e-11,-0.015871976243509864,-0.07751155680239302,-3.7076654558431174e-05,-3.3352897997876233e-09,-2.7485589058231932e-11,2.682178477790038e-05,-5.127948473351094e-12,5.127948473351094e-12,1.1360514169489222e-05,-5.122427418805736e-12,5.122427418805736e-12,1.136060446056078e-05,1.025037589215683e-11,2.7485589058231932e-11,-0.05143034925925925,-0.34283233899390886,-4.953956819627077e-05,-3.335211679615886e-09
