,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver,CO2_W,CO2_S,CO2
0,50.026383352217415,2.450124004094295,26.238253678155854,2.7559246071738725e-05,289.7733877747097,144.88670766697788,385.55326678486387,18.77898541368377,202.1661260992738,0.00020562660401587108,2149.7218877589025,1074.8610466927532,3432.473882095214,17385.643478068243,10409.05868008173,-34.681910571713175,223.88452027849894,94.60130485339289
