,ReservoirEbrew.W0,ReservoirEbrew.Wmin,ReservoirEbrew.Wmax,ReservoirEbrew.zmin,ReservoirEbrew.zmax,Reservoir1w.W0,Reservoir1w.Wmin,Reservoir1w.Wmax,Reservoir1w.zmin,Reservoir1w.zmax,Pump1w.A,Pump1w.B,Pump1w.Qnom,Pump1w.n_n,Pump1w.eff,Pump1w.Qmin,Pump1w.Qmax,Pump2w.A,Pump2w.B,Pump2w.Qnom,Pump2w.n_n,Pump2w.eff,Pump2w.Qmin,Pump2w.Qmax,Pipe1w.K,PVw.Pmax,PVw.Pinst,PVw.eff,Gridw.Pmax,Batw.dt,Batw.SOCmax,Batw.SOCmin,Batw.Pmax,Batw.Emax,Batw.eff_ch,Batw.eff_dc,Batw.T,ReservoirEbres.W0,ReservoirEbres.Wmin,ReservoirEbres.Wmax,ReservoirEbres.zmin,ReservoirEbres.zmax,Reservoir1s.W0,Reservoir1s.Wmin,Reservoir1s.Wmax,Reservoir1s.zmin,Reservoir1s.zmax,Pump1s.A,Pump1s.B,Pump1s.Qnom,Pump1s.n_n,Pump1s.eff,Pump1s.Qmin,Pump1s.Qmax,Pump2s.A,Pump2s.B,Pump2s.Qnom,Pump2s.n_n,Pump2s.eff,Pump2s.Qmin,Pump2s.Qmax,Pipe1s.K,PVs.Pmax,PVs.Pinst,PVs.eff,Grids.Pmax,Bats.dt,Bats.SOCmax,Bats.SOCmin,Bats.Pmax,Bats.Emax,Bats.eff_ch,Bats.eff_dc,Bats.T
,200000.0,0,300000.0,29.5,30,10000.0,9000.0,13000.0,139.15384615384616,141,121.54,3864.8,0.0556,2900,0.8,0.034749999999999996,0.10390527999999999,121.54,3864.8,0.0556,2900,0.8,0.034749999999999996,0.10390527999999999,297.38,215280.0,215280.0,0.98,100000000.0,3600,1.0,0.2,200000.0,200000.0,0.8,0.8,24,200000.0,0,300000.0,29.5,30,10000.0,9000.0,13000.0,139.15384615384616,141,121.54,3864.8,0.0556,2900,0.8,0.034749999999999996,0.10390527999999999,121.54,3864.8,0.0556,2900,0.8,0.034749999999999996,0.10390527999999999,297.38,215280.0,215280.0,0.98,100000000.0,3600,1.0,0.2,200000.0,200000.0,0.8,0.8,24
