,t,ReservoirEbrew.Q,ReservoirEbrew.W,ReservoirEbrew.z,Reservoir1w.Q,Reservoir1w.W,Reservoir1w.z,Irrigation1w.Q,Irrigation1w.Qin,Irrigation1w.Qout,Pump1w.Qin,Pump1w.Qout,Pump1w.H,Pump1w.n,Pump1w.Ph,Pump1w.Pe,Pump1w.PumpOn,Pump2w.Qin,Pump2w.Qout,Pump2w.H,Pump2w.n,Pump2w.Ph,Pump2w.Pe,Pump2w.PumpOn,Pipe1w.Q,Pipe1w.H,Pipe1w.zlow,Pipe1w.zhigh,Pipe1w.H0,Pipe1w.signQ,PVw.forecast,PVw.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,EBgw.P_bal,EBpvw.P_bal,Batw.E,Batw.P,Batw.Pch,Batw.Pdc,ReservoirEbres.Q,ReservoirEbres.W,ReservoirEbres.z,Reservoir1s.Q,Reservoir1s.W,Reservoir1s.z,Irrigation1s.Q,Irrigation1s.Qin,Irrigation1s.Qout,Pump1s.Qin,Pump1s.Qout,Pump1s.H,Pump1s.n,Pump1s.Ph,Pump1s.Pe,Pump1s.PumpOn,Pump2s.Qin,Pump2s.Qout,Pump2s.H,Pump2s.n,Pump2s.Ph,Pump2s.Pe,Pump2s.PumpOn,Pipe1s.Q,Pipe1s.H,Pipe1s.zlow,Pipe1s.zhigh,Pipe1s.H0,Pipe1s.signQ,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBgs.P_bal,EBpvs.P_bal,Bats.E,Bats.P,Bats.Pch,Bats.Pdc,p1r0w_expanded.Q,p1c1_Qw_expanded.Q,p1ebw_expanded.P,p2r0w_expanded.Q,p2c1_Qw_expanded.Q,p2ebw_expanded.P,c1r1_Qw_expanded.Q,r1i1w_expanded.Q,gridebw_expanded.P,pvebw_expanded.P,batebw_expanded.P,p1r0s_expanded.Q,p1c1_Qs_expanded.Q,p1ebs_expanded.P,p2r0s_expanded.Q,p2c1_Qs_expanded.Q,p2ebs_expanded.P,c1r1_Qs_expanded.Q,r1i1s_expanded.Q,gridebs_expanded.P,pvebs_expanded.P,batebs_expanded.P
10,10,0.0,199874.89999999368,29.833124833333326,-0.01654799571833333,9824.867759056913,139.534554350334,0.01654799571833333,-0.01654799571833333,0.01654799571833333,0.0,0.0,109.70142951700065,2755.1454133060224,0.0,0.0,0.0,0.0,0.0,109.70142951700065,2755.145413306022,1.526047235735112e-11,1.90755904466889e-11,0.0,0.0,109.70142951700065,29.83312483333332,139.534554350334,109.70142951700065,1.0,0.5137134929205837,-1.90755904466889e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08045395814978648,198699.61205246657,29.831166020087444,0.03420269722756423,9542.17775750343,139.40408204192468,0.04625126092222222,-0.04625126092222222,0.04625126092222222,0.0,0.0,111.49780193079135,2777.611514404967,0.0,0.0,0.0,-0.08045395814978647,0.08045395814978645,111.49780193079135,3073.4560573203557,88000.0,109999.99999999999,1.0,0.08045395814978647,111.49780193079135,29.831166020087437,139.40408204192468,109.57291602183726,1.0,0.8271725442451721,-109999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90755904466889e-11,0.0,-0.01654799571833333,0.0,-1.90755904466889e-11,0.0,0.0,0.0,0.0,-0.08045395814978648,0.08045395814978645,109999.99999999999,0.08045395814978647,-0.04625126092222222,0.0,-109999.99999999999,0.0
11,11,0.0,199874.89999999368,29.833124833333326,-0.025676938462777774,9732.430780590914,139.49189112950353,0.025676938462777774,-0.025676938462777774,0.025676938462777774,0.0,0.0,109.65876629617019,2754.6096189769382,0.0,0.0,0.0,0.0,0.0,109.65876629617019,2754.6096189769382,3.050710787504933e-11,3.813388484381167e-11,0.0,0.0,109.65876629617019,29.83312483333332,139.49189112950353,109.65876629617019,1.0,0.6112149495870927,-3.813388484381167e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08042142050310486,198410.0949386554,29.83068349156443,0.027796538830882678,9642.24529729461,139.45026706028986,0.05262488167222223,-0.05262488167222223,0.05262488167222223,0.0,0.0,111.5429128329439,2778.173353898023,0.0,0.0,0.0,-0.0804214205031049,0.0804214205031049,111.5429128329439,3073.736107052086,88000.00000000001,110000.0,1.0,0.08042142050310491,111.5429128329439,29.830683491564425,139.45026706028986,109.61958356872545,1.0,0.9073690875066988,-110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.813388484381167e-11,0.0,-0.025676938462777774,0.0,-3.813388484381167e-11,0.0,0.0,0.0,0.0,-0.08042142050310487,0.0804214205031049,110000.0,0.08042142050310491,-0.05262488167222223,0.0,-110000.0,0.0
12,12,0.0,199874.89999999368,29.833124833333326,-0.016328428666666665,9673.648437390912,139.46476081725737,0.016328428666666665,-0.016328428666666665,0.016328428666666665,0.0,0.0,109.63163598392408,2754.268843475981,0.0,0.0,0.0,0.0,0.0,109.63163598392406,2754.2688434759793,0.0,0.0,0.0,0.0,109.63163598392408,29.83312483333332,139.46476081725737,109.63163598392406,1.0,0.6484390389437005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08039337234625167,198120.67879820886,29.83020113133035,0.023938573168477556,9728.42416070113,139.49004192032362,0.05645479917777778,-0.05645479917777778,0.05645479917777778,0.0,0.0,111.5818287274631,2778.657931899172,0.0,0.0,0.0,-0.08039337234625536,0.08039337234625535,111.58182872746309,3073.9776759285082,87999.99999999999,109999.99999999997,1.0,0.08039337234625533,111.5818287274631,29.830201131330345,139.49004192032362,109.65984078899328,1.0,0.9075888237412905,-109999.99999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016328428666666665,0.0,0.0,0.0,0.0,0.0,0.0,-0.08039337234625167,0.08039337234625535,109999.99999999997,0.08039337234625533,-0.05645479917777778,0.0,-109999.99999999997,0.0
13,13,0.0,199874.89999999368,29.833124833333326,-0.00857302222,9642.785557398915,139.45051641110723,0.00857302222,-0.00857302222,0.00857302222,0.0,0.0,109.61739157777389,2754.089906993986,0.0,0.0,0.0,0.0,0.0,109.61739157777392,2754.0899069939856,0.0,0.0,0.0,0.0,109.61739157777389,29.83312483333332,139.45051641110723,109.61739157777389,0.0,0.6048769083203855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08036154023409446,197831.37725336617,29.829718962088943,0.02722271105630359,9826.425920503823,139.535273501771,0.05313882917777778,-0.05313882917777778,0.05313882917777778,0.0,0.0,111.62602761516973,2779.2082447068833,0.0,0.0,0.0,-0.08036154023408139,0.08036154023408137,111.62602761516973,3074.2524793894913,88000.0,109999.99999999999,1.0,0.08036154023408137,111.62602761516973,29.82971896208894,139.535273501771,109.70555453968207,1.0,0.8371170424435377,-109999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00857302222,0.0,0.0,0.0,0.0,0.0,0.0,-0.08036154023409446,0.08036154023408137,109999.99999999999,0.08036154023408137,-0.05313882917777778,0.0,-109999.99999999999,0.0
14,14,-0.04218830841858736,199723.02208968674,29.832871703482816,0.03563884750136516,9771.085408403827,139.50973172695564,0.006549460917222222,-0.006549460917222222,0.006549460917222222,0.0,0.0,110.20616675496248,2761.4761612549923,0.0,0.0,0.0,-0.042188308418587374,0.04218830841858738,110.20616675496248,2846.353645433213,45610.72923686976,57013.4115460872,1.0,0.042188308418587374,110.20616675496248,29.83287170348281,139.50973172695564,109.6768600234728,1.0,0.49767636182026426,-57013.4115460872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08032789171232146,197542.19684320185,29.829236994738665,0.028820716801210577,9930.180500988181,139.58316023122532,0.051507174911111106,-0.051507174911111106,0.051507174911111106,0.0,0.0,111.67278667980521,2779.790175249897,0.0,0.0,0.0,-0.08032789171232146,0.08032789171232145,111.67278667980521,3074.54351304792,87999.99999999999,109999.99999999999,1.0,0.08032789171232169,111.67278667980521,29.82923699473866,139.58316023122532,109.75392323648664,1.0,0.7025998704330214,-109999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04218830841858736,0.04218830841858738,57013.4115460872,0.042188308418587374,-0.006549460917222222,0.0,-57013.4115460872,0.0,0.0,0.0,0.0,-0.08032789171232146,0.08032789171232145,109999.99999999999,0.08032789171232169,-0.051507174911111106,0.0,-109999.99999999999,0.0
15,15,0.0,199723.02208968674,29.832871703482816,-0.006416507906666667,9747.985979939827,139.49907045227997,0.006416507906666667,-0.006416507906666667,0.006416507906666667,0.0,0.0,109.66619874879716,2754.702966640255,0.0,0.0,0.0,0.0,0.0,109.66619874879714,2754.702966640254,0.0,0.0,0.0,0.0,109.66619874879716,29.83287170348281,139.49907045227997,109.66619874879716,0.0,0.32599011824461455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07988372382192269,197254.6154374429,29.828757692395733,0.0276284775774787,10029.643020267104,139.62906600935406,0.05225524624444444,-0.05225524624444444,0.05225524624444444,0.0,0.0,111.69800317180258,2780.1040969366327,0.0,0.0,0.0,-0.07988372382192267,0.07988372382192269,111.6980031718026,3071.7314173288637,87533.1707883892,109416.46348548646,1.0,0.07988372382192267,111.69800317180258,29.828757692395737,139.62906600935406,109.80030831695832,1.0,0.5186243614651183,-109416.46348548644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006416507906666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.07988372382192269,0.07988372382192269,109416.46348548646,0.07988372382192267,-0.05225524624444444,0.0,-109416.46348548644,0.0
16,16,0.0,199723.02208968674,29.832871703482816,-0.005731692862777777,9727.351885633825,139.48954702413872,0.005731692862777777,-0.005731692862777777,0.005731692862777777,0.0,0.0,109.65667532065589,2754.5833546465137,0.0,0.0,0.0,0.0,0.0,109.65667532065588,2754.5833546465137,0.0,0.0,0.0,0.0,109.65667532065589,29.83287170348281,139.48954702413872,109.65667532065589,1.0,0.11821470325038548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050183851481143384,197073.95357211077,29.828456589286848,-0.005155230257745495,10011.08419133922,139.6205003960027,0.055339081738888886,-0.055339081738888886,0.055339081738888886,0.0,0.0,110.54097123417301,2765.6677339814023,0.0,0.0,0.0,-0.05018385148114339,0.05018385148114339,110.54097123417303,2884.858470578164,54419.7119525059,68024.63994063236,1.0,0.05018385148114339,110.54097123417301,29.828456589286844,139.6205003960027,109.79204380671585,1.0,0.32243077805000214,-68024.63994063236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005731692862777777,0.0,0.0,0.0,0.0,0.0,0.0,-0.05018385148114339,0.05018385148114339,68024.63994063236,0.05018385148114339,-0.055339081738888886,0.0,-68024.63994063236,0.0
17,17,0.0,199723.02208968674,29.832871703482816,-0.008467836731666666,9696.867673399827,139.47547738772303,0.008467836731666666,-0.008467836731666666,0.008467836731666666,0.0,0.0,109.64260568424021,2754.406661692396,0.0,0.0,0.0,0.0,0.0,109.64260568424021,2754.406633852041,0.0,0.0,0.0,0.0,109.64260568424021,29.83287170348281,139.47547738772303,109.64260568424021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197073.95357211074,29.828456589286848,-0.060539685772222226,9793.14132255922,139.5199113796427,0.060539685772222226,-0.060539685772222226,0.060539685772222226,0.0,0.0,109.69145479035588,2755.0201531010384,0.0,0.0,0.0,0.0,0.0,109.69145479035588,2755.0201531010384,0.0,0.0,0.0,0.0,109.69145479035588,29.828456589286844,139.5199113796427,109.69145479035588,1.0,0.11917990763987955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008467836731666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060539685772222226,0.0,0.0,0.0
18,18,0.0,199723.02208968674,29.832871703482816,-0.00970108156888889,9661.943779751828,139.45935866757782,0.00970108156888889,-0.00970108156888889,0.00970108156888889,0.0,0.0,109.62648696409497,2754.2041617321397,0.0,0.0,0.0,0.0,0.0,109.62648696409498,2754.20416173214,0.0,0.0,0.0,0.0,109.62648696409497,29.83287170348281,139.45935866757782,109.62648696409497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197073.9535721107,29.828456589286848,-0.006790106403888889,9768.696939505218,139.50862935669468,0.006790106403888889,-0.006790106403888889,0.006790106403888889,0.0,0.0,109.68017276740783,2754.8784693212524,0.0,0.0,0.0,0.0,0.0,109.68017276740784,2754.8784693212524,0.0,0.0,0.0,0.0,109.68017276740783,29.828456589286844,139.50862935669468,109.68017276740783,0.0,0.006622110122458065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00970108156888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006790106403888889,0.0,0.0,0.0
19,19,0.0,199723.02208968674,29.832871703482816,-0.008636273278888888,9630.853195947828,139.44500916736055,0.008636273278888888,-0.008636273278888888,0.008636273278888888,0.0,0.0,109.61215339451479,2754.0239007946116,0.0,0.0,0.0,0.0,0.0,109.6121533945148,2754.023900794611,0.0,0.0,0.0,0.0,109.61215339451479,29.83287170348281,139.44500916736055,109.61213746387773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197073.95357211068,29.828456589286848,-0.022238088677777778,9688.639820265218,139.4716799170455,0.022238088677777778,-0.022238088677777778,0.022238088677777778,0.0,0.0,109.64322332775862,2754.41439369316,0.0,0.0,0.0,0.0,0.0,109.6432233277586,2754.41439369316,0.0,0.0,0.0,0.0,109.64322332775862,29.828456589286844,139.4716799170455,109.64322332775863,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008636273278888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022238088677777778,0.0,0.0,0.0
20,20,0.0,199723.02208968674,29.832871703482816,-0.007996979514999999,9602.064069693828,139.43172187832027,0.007996979514999999,-0.007996979514999999,0.007996979514999999,0.0,0.0,109.59885017483748,2753.8569730185045,0.0,0.0,0.0,0.0,0.0,109.59885017483748,2753.8569730185054,0.0,0.0,0.0,0.0,109.59885017483748,29.83287170348281,139.43172187832027,109.59885017483745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197073.95357211062,29.828456589286848,-0.024667756384444444,9599.835897281217,139.43069349105286,0.024667756384444444,-0.024667756384444444,0.024667756384444444,0.0,0.0,109.602236901766,2753.8995230490227,0.0,0.0,0.0,0.0,0.0,109.602236901766,2753.8995230490227,0.0,0.0,0.0,0.0,109.602236901766,29.828456589286844,139.43069349105286,109.602236901766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007996979514999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024667756384444444,0.0,0.0,0.0
21,21,0.0,199723.02208968674,29.832871703482816,-0.007194654969444444,9576.163311803826,139.41976768237103,0.007194654969444444,-0.007194654969444444,0.007194654969444444,0.0,0.0,109.58689597888822,2753.7067973186963,0.0,0.0,0.0,0.0,0.0,109.58689597888822,2753.7067842000174,0.0,0.0,0.0,0.0,109.58689597888822,29.83287170348281,139.41976768237103,109.58689597888822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197073.9535721106,29.828456589286848,-0.014273629191111109,9548.450832193217,139.4069773071661,0.014273629191111109,-0.014273629191111109,0.014273629191111109,0.0,0.0,109.5785207178792,2753.601556863102,0.0,0.0,0.0,0.0,0.0,109.5785207178792,2753.601556863102,0.0,0.0,0.0,0.0,109.5785207178792,29.828456589286844,139.4069773071661,109.57852071787921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007194654969444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014273629191111109,0.0,0.0,0.0
22,22,0.0,199723.02208968674,29.832871703482816,-0.007309976037777778,9549.847398067826,139.40762187603133,0.007309976037777778,-0.007309976037777778,0.007309976037777778,0.0,0.0,109.5747501725485,2753.554179658029,0.0,0.0,0.0,0.0,0.0,109.57475017254849,2753.5541796580296,0.0,0.0,0.0,0.0,109.5747501725485,29.83287170348281,139.40762187603133,109.57475017254849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197073.95357211056,29.828456589286848,0.0,9548.450832193217,139.4069773071661,0.0,0.0,0.0,0.0,0.0,109.5785207178792,2753.6015568631024,0.0,0.0,0.0,0.0,0.0,109.5785207178792,2753.601556863102,0.0,0.0,0.0,0.0,109.5785207178792,29.828456589286844,139.4069773071661,109.57852071787921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007309976037777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,0.0,199723.02208968674,29.832871703482816,-0.0038888888888888888,9535.847398067826,139.40116033756982,0.0038888888888888888,-0.0038888888888888888,0.0038888888888888888,0.0,0.0,109.56828863408698,2753.4729909784387,0.0,0.0,0.0,0.0,0.0,109.568288634087,2753.4729909784387,0.0,0.0,0.0,0.0,109.56828863408698,29.83287170348281,139.40116033756982,109.56828863408698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197073.95357211053,29.828456589286848,-0.013458564497777777,9500.000000001217,139.38461538461596,0.013458564497777777,-0.013458564497777777,0.013458564497777777,0.0,0.0,109.55615879532913,2753.3205758544923,0.0,0.0,0.0,0.0,0.0,109.55615879532913,2753.320575854492,0.0,0.0,0.0,0.0,109.55615879532913,29.828456589286844,139.38461538461596,109.55615879532913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013458564497777777,0.0,0.0,0.0
