,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver
0,50.02555514790002,0.0028594919863128856,50.028414639886336,0.0003055519229532585,288.06586969952025,288.0661752514432,385.55516423030883,0.026490950711062923,385.58165518101987,0.0022427268785057825,2124.1429644754853,2124.145207202364,3432.3953086604556,17385.643709981217,20818.039018641673
