,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver,CO2_W,CO2_S,CO2
0,167.870636441886,8.951930857705547,88.41128364979578,2.658276145463517e-07,64.33171294882678,32.16585660732719,2027.1246558059622,76.86129807345812,1051.9929769397102,2.5709689983350786e-06,469.5598948004515,234.77994868571025,3432.3546072254253,17385.64204302802,10408.998325126722,-143.1973666458723,39.28187948506962,-51.95774358040134
