,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver
0,199.36596563860525,7.399848499101045,206.7658141377063,0.1505579071384687,63.057440088253635,63.207997995392105,2071.9641065023056,63.04428841548253,2135.0083949177883,1.1967084320516252,453.43738385366146,454.6340922857131,3432.3563008501646,17385.643592848726,20817.999893698892
