,t,B0w.Q,B0w.W,B0w.z,B1w.Q,B1w.W,B1w.z,B3w.Q,B3w.W,B3w.z,Irrigation1w.Qin,Irrigation1w.Qout,Irrigation3w.Qin,Irrigation3w.Qout,Pump4w.Qin,Pump4w.Qout,Pump4w.H,Pump4w.Hfix,Pump4w.Ph,Pump4w.Pe,Pump4w.PumpOn,Pump7w.Qin,Pump7w.Qout,Pump7w.H,Pump7w.Hfix,Pump7w.Ph,Pump7w.Pe,Pump7w.PumpOn,Pump8w.Qin,Pump8w.Qout,Pump8w.H,Pump8w.Hfix,Pump8w.Ph,Pump8w.Pe,Pump8w.PumpOn,Turb3w.Qin,Turb3w.Qout,Turb3w.H,Turb3w.Ph,Turb3w.Pe,Pipe0w.Q,Pipe0w.H,Pipe0w.zlow,Pipe0w.zhigh,Pipe0w.Qp,Pipe0w.Qn,Pipe2w.Q,Pipe2w.H,Pipe2w.zlow,Pipe2w.zhigh,Pipe2w.Qp,Pipe2w.Qn,PVw.forecast,PVw.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,EBgw.P_bal,B0s.Q,B0s.W,B0s.z,B1s.Q,B1s.W,B1s.z,B3s.Q,B3s.W,B3s.z,Irrigation1s.Qin,Irrigation1s.Qout,Irrigation3s.Qin,Irrigation3s.Qout,Pump4s.Qin,Pump4s.Qout,Pump4s.H,Pump4s.Hfix,Pump4s.Ph,Pump4s.Pe,Pump4s.PumpOn,Pump7s.Qin,Pump7s.Qout,Pump7s.H,Pump7s.Hfix,Pump7s.Ph,Pump7s.Pe,Pump7s.PumpOn,Pump8s.Qin,Pump8s.Qout,Pump8s.H,Pump8s.Hfix,Pump8s.Ph,Pump8s.Pe,Pump8s.PumpOn,Turb3s.Qin,Turb3s.Qout,Turb3s.H,Turb3s.Ph,Turb3s.Pe,Pipe0s.Q,Pipe0s.H,Pipe0s.zlow,Pipe0s.zhigh,Pipe0s.Qp,Pipe0s.Qn,Pipe2s.Q,Pipe2s.H,Pipe2s.zlow,Pipe2s.zhigh,Pipe2s.Qp,Pipe2s.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBgs.P_bal,p4r1w_expanded.Q,p4c2_Qw_expanded.Q,p4ebw_expanded.P,p7r0w_expanded.Q,p7c0_Qw_expanded.Q,p7ebw_expanded.P,p8r0w_expanded.Q,p8c2_Qw_expanded.Q,p8ebw_expanded.P,t3r1w_expanded.Q,t3c2_Qw_expanded.Q,t3ebw_expanded.P,c0r1_Qw_expanded.Q,c2r3_Qw_expanded.Q,r3i3w_expanded.Q,r1i1w_expanded.Q,gridebw_expanded.P,pvebw_expanded.P,p4r1s_expanded.Q,p4c2_Qs_expanded.Q,p4ebs_expanded.P,p7r0s_expanded.Q,p7c0_Qs_expanded.Q,p7ebs_expanded.P,p8r0s_expanded.Q,p8c0_Qs_expanded.Q,p8ebs_expanded.P,t3r1s_expanded.Q,t3c2_Qs_expanded.Q,t3ebs_expanded.P,c0r1_Qs_expanded.Q,c2r3_Qs_expanded.Q,r3i3s_expanded.Q,r1i1s_expanded.Q,gridebs_expanded.P,pvebs_expanded.P
0,0,-4.3756203649657984e-11,119999999.99999984,130.0,-0.062402143950279515,119775.352281779,338.58108172601357,-0.013497528136485552,69951.40889870866,419.74259818795986,-0.062402143999365084,0.062402143999365084,-0.01349752814404122,0.01349752814404122,-3.168477395324331e-10,3.3283843740995806e-10,81.16151646194626,80,0.00026501167336597116,0.00032318496751955006,0.0,-2.5238541672732227e-11,3.2112911396309366e-11,208.58108172601357,204.5,6.571107732586303e-05,7.127014894346345e-05,0.0,-2.5204316801918495e-11,3.2078291161532835e-11,208.58108172601357,204.5,6.564023785034364e-05,7.127061655847329e-05,0.0,-3.050557537789297e-10,2.954507862243748e-10,81.16151646194626,-0.00023940881109116286,-0.0001675861677638225,6.728969004962436e-11,208.58108172601357,130.0,338.58108172601357,1.869798649544665e-09,1.7989766650502366e-09,7.555668132331868e-12,81.16151646194626,338.58108172601357,419.74259818795986,3.803854953511411e-10,3.784539719320431e-10,0.0,-3.3305793548262367e-09,-0.00029813623732229545,5.958811457949076e-05,0.0003577243519018097,0,-2.6825891524099134e-11,119999999.99999991,130.0,-0.2147149541550062,119227.02616504199,338.5711351020238,-0.020397435590168995,69926.5692318754,419.74055899778494,-0.21471495415532224,0.21471495415532224,-0.020397435640432095,0.020397435640432095,-2.6432938738282854e-10,2.790451402732643e-10,81.16942389576116,80,0.00022220056578958956,0.00027097629974345003,0.0,-1.6733156542183736e-11,2.3537370547360854e-11,208.5711351020238,204.5,4.8161591345385564e-05,5.22359992900167e-05,0.0,-1.6708325274014695e-11,2.351190984481885e-11,208.5711351020238,204.5,4.8109496395757916e-05,5.223615243840145e-05,0.0,-2.1924111758856067e-10,2.1044328584864262e-10,81.16942389576116,-0.0001720616347601147,-0.00012044314433209144,5.121352062979813e-11,208.5711351020238,130.0,338.5711351020238,1.8583856902447128e-09,1.8033044064094641e-09,5.0263124151295654e-11,81.16942389576116,338.5711351020238,419.74055899778494,2.854074119758487e-10,2.373392944103358e-10,0.0,-3.330768681769521e-09,-0.0002550019790150614,7.606952892560817e-05,0.00033107150794069195,0,-3.0884726136200253e-10,3.1916750653808873e-10,0.0003231849675195982,-2.189511824328756e-11,3.189589189604728e-11,7.127014894348072e-05,-2.186108540636877e-11,3.1861503543986524e-11,7.127061655849057e-05,2.9064313890148954e-10,-3.059876932591777e-10,-0.00016758616776381508,6.728969021441072e-11,7.55566769898673e-12,-0.01349752814404122,-0.062402143999365084,-0.00029813623732227203,-3.3279355057550444e-09,-2.5694714402382837e-10,2.695586470097267e-10,0.00027097629974348527,-1.342518014695306e-11,2.3685530354594317e-11,5.223599929003322e-05,-1.3400711377144467e-11,2.3660232213172215e-11,5.223615243841798e-05,2.0604969150691183e-10,-2.1710050740779365e-10,-0.00012044314433208585,5.1213515486379005e-11,5.026311528644075e-11,-0.020397435640432105,-0.21471495415532224,-0.000255001979015039,-3.328124833978772e-09
1,1,-4.5532531064930186e-11,119999999.99999967,130.0,-0.06508137339509185,119541.05933755667,338.5768316570336,-0.010210270485703703,69914.65192496013,419.73958065716005,-0.065081373372183,0.065081373372183,-0.010210270558712122,0.010210270558712122,-3.7144126185358906e-10,3.87154700081171e-10,81.16274900012641,80,0.00030826352900793747,0.0003759311329365904,0.0,-2.6139319714830038e-11,3.303727211872468e-11,208.57683165703364,204.5,6.760112715384455e-05,7.332009452695837e-05,0.0,-2.610414341569488e-11,3.30016412739195e-11,208.57683165703364,204.5,6.752822125420977e-05,7.332054424996833e-05,0.0,-2.8558506361933333e-10,2.763027990450622e-10,81.16274900012641,-0.00022412794691827734,-0.0001568895628427977,6.902012086120279e-11,208.57683165703364,130.0,338.5768316570336,1.868464616034359e-09,1.7959445577548738e-09,7.300842054108576e-11,81.16274900012641,338.5768316570336,419.73958065716005,3.793648360843925e-10,3.147237969994285e-10,0.0,-3.330564464654152e-09,-0.00036567888095026074,5.6514698427121375e-05,0.00042219357937740794,0,-2.7251824182486757e-11,119999999.9999998,130.0,-0.20715831465341697,118481.25623228967,338.55760685144895,-0.019881887535945747,69854.994436746,419.7346831291601,-0.20715831463607,0.20715831463607,-0.01988188759920635,0.01988188759920635,-2.744456395742853e-10,2.894646153313959e-10,81.17707627771108,80,0.00023051952657894442,0.00028112137387681493,0.0,-1.6954642956006698e-11,2.3772876751249483e-11,208.55760685144898,204.5,4.8640540001883414e-05,5.275546637949518e-05,0.0,-1.692953898932053e-11,2.374717617310706e-11,208.55760685144898,204.5,4.8587957680115346e-05,5.275565437581592e-05,0.0,-2.1425104662479243e-10,2.055004073999791e-10,81.17707627771108,-0.0001681453616104526,-0.00011770175312732589,4.843535627680403e-11,208.55760685144898,130.0,338.55760685144895,2.88925670237324e-09,2.838044298434074e-09,6.326062704507808e-11,81.17707627771108,338.55760685144895,419.7346831291601,2.8331381510056584e-10,2.2298467487164256e-10,0.0,-3.3307617003527887e-09,-0.0002689274133870871,7.436199512129671e-05,0.00034328940850840943,0,-3.6358873435709505e-10,3.708211257317971e-10,0.0003759311329366441,-2.2783740456345997e-11,3.277778529328113e-11,7.332009452697735e-05,-2.2748790608582605e-11,3.274239799297908e-11,7.33205442499873e-05,2.716597701694056e-10,-2.89445323297734e-10,-0.0001568895628427865,6.902012101786296e-11,7.300842010422986e-11,-0.010210270558712122,-0.065081373372183,-0.0003656788809502348,-3.3279206135117327e-09,-2.6691413099751437e-10,2.790727430650926e-10,0.00028112137387685445,-1.3638292934622931e-11,2.284192437757334e-11,5.275546637951404e-05,-1.3613531247862287e-11,2.2816389388819454e-11,5.275565437583478e-05,2.0113183151385994e-10,-2.128806203386269e-10,-0.00011770175312731762,4.843535112485307e-11,6.326061817984499e-11,-0.01988188759920636,-0.20715831463607,-0.0002689274133870615,-3.3281178498502013e-09
2,2,-4.5594406816886846e-11,119999999.99999951,130.0,-0.061938022707329884,119318.08245581028,338.57278686118417,-0.011611098661626353,69872.85196977826,419.7361491273215,-0.06193802268596858,0.06193802268596858,-0.011611098733521659,0.011611098733521659,-3.693702777010967e-10,3.8510779487632303e-10,81.16336226613733,80,0.0003066360621615718,0.0003739464172702916,0.0,-2.617010212007267e-11,3.306777839602174e-11,208.57278686118417,204.5,6.7662233018003e-05,7.338636986769541e-05,0.0,-2.6134893314779302e-11,3.303211568714922e-11,208.57278686118417,204.5,6.758926333560536e-05,7.338682229708741e-05,0.0,-2.849535789509199e-10,2.7567487005439707e-10,81.16336226613733,-0.00022363236545357208,-0.00015654265581750292,6.911062489203403e-11,208.57278686118417,130.0,338.57278686118417,1.8669675690235575e-09,1.7943471180389505e-09,7.189530634545952e-11,81.16336226613733,338.57278686118417,419.7361491273215,3.802638805332085e-10,3.1663145051136897e-10,0.0,-3.3305643834948027e-09,-0.0003641736256972134,5.4110654585019444e-05,0.00041828428028226224,0,-0.3179999900193988,119998855.20003574,129.9999904600003,0.09405610977006372,118819.8582274619,338.5637490843745,-0.023487399778300316,69770.43979754411,419.72774169187517,-0.2239438802435821,0.2239438802435821,-0.023487399791666665,0.023487399791666665,-2.377697412717106e-10,2.5221495319454503e-10,81.16399260750066,80,0.00020082263123919204,0.0002449056478527103,0.0,-0.31799999000740226,0.31799999000740226,211.38511804717652,204.5,659432.7658360808,715219.9195619097,1.0,-1.5292715173969334e-11,2.207971311967507e-11,211.38511804717652,204.5,4.57894058643188e-05,4.971705305572503e-05,0.0,-2.3139218623117245e-10,2.2270378726094404e-10,81.16399260750066,-0.00018159783042579015,-0.00012711848129807232,0.3179999900258002,211.38511804717652,129.9999904600003,338.5637490843745,0.3179999900138813,0.0,1.3366378272595679e-11,81.16399260750066,338.5637490843745,419.72774169187517,3.7441667853266884e-10,3.625892072655252e-10,0.0,-3.3307796857728333e-09,-715219.9197294107,6.144285805861751e-05,715219.9197908534,0,-3.6150548129788293e-10,3.688682216254741e-10,0.0003739464172703475,-2.281469468598761e-11,3.2818109280422063e-11,7.338636986771677e-05,-2.2779712130897726e-11,3.278268936988016e-11,7.338682229710876e-05,2.7103355497139967e-10,-2.8871003851382703e-10,-0.0001565426558174894,6.91106250411927e-11,7.189530590289204e-11,-0.011611098733521659,-0.06193802268596858,-0.00036417362569718376,-3.3279205293794287e-09,-2.3052061781356706e-10,2.4352814106595805e-10,0.0002449056478527288,-0.31799999000740226,0.31799999000740226,715219.9195619097,-1.1996575167673015e-11,1.8397950263493985e-11,4.971705305572717e-05,2.1836626315084384e-10,-2.2862284692187427e-10,-0.0001271184812980819,0.3179999900258002,1.3366369406559248e-11,-0.023487399791666676,-0.2239438802435821,-715219.9197294107,-3.3281358568236937e-09
3,3,-4.6218349670337565e-11,119999999.99999934,130.0,-0.05430354874242174,119122.58968033757,338.56924062643265,-0.011693759415213346,69830.7544358835,419.7326931680253,-0.054303548670504936,0.054303548670504936,-0.011693759532828281,0.011693759532828281,-4.1431970087587304e-10,4.292584097083273e-10,81.16345254159269,80,0.00034178994275776655,0.00041681700336321367,0.0,-2.6487497136801353e-11,3.339530645950938e-11,208.56924062643265,204.5,6.833123253989877e-05,7.411196587842787e-05,0.0,-2.645195328111434e-11,3.335928688387957e-11,208.56924062643265,204.5,6.825753391874465e-05,7.411241467834566e-05,0.0,-2.7897962713909737e-10,2.697965633505459e-10,81.16345254159269,-0.00021894386920831107,-0.00015326070844581856,6.973575969760084e-11,208.56924062643265,130.0,338.56924062643265,1.8654305264599304e-09,1.7921919312218189e-09,1.1761493610016886e-10,81.16345254159269,338.56924062643265,419.7326931680253,3.8972492232345363e-10,2.8195215102039217e-10,0.0,-3.330558960910356e-09,-0.0004117773475592264,5.357890357688374e-05,0.0004653562511361381,0,-2.6709812923438236e-11,119998855.20003565,129.9999904600003,-0.2131782980158463,118052.41635460485,338.54982770527124,-0.022187786429823685,69690.56376639675,419.7211843407231,-0.21317829802099872,0.21317829802099872,-0.022187786475694447,0.022187786475694447,-2.6103205361918216e-10,2.756562038466986e-10,81.17135663545187,80,0.00021950714888601593,0.000267691644982993,0.0,-1.6673993506400084e-11,2.3476272560130094e-11,208.54983724527096,204.5,4.803166935838258e-05,5.209508607200893e-05,0.0,-1.664922801640452e-11,2.345087401880378e-11,208.54983724527096,204.5,4.797970689989253e-05,5.209523007589812e-05,0.0,-2.2090545617455494e-10,2.1209498605233676e-10,81.17135663545187,-0.00017336782544171767,-0.00012135747780921401,5.1152921257788794e-11,208.54983724527096,129.9999904600003,338.54982770527124,1.8535062153583586e-09,1.7984652297530082e-09,4.587079084331514e-11,81.17135663545187,338.54982770527124,419.7211843407231,2.8562806930014333e-10,2.417514804722544e-10,0.0,-3.3307707008857358e-09,-0.0002505211551949477,7.576823691863389e-05,0.0003262893921136034,0,-4.0685693677833205e-10,4.118255516846384e-10,0.00041681700336326945,-2.312682728521908e-11,3.313434827659335e-11,7.411196587844824e-05,-2.3091522385117044e-11,3.309857573874455e-11,7.411241467836601e-05,2.652043725006773e-10,-2.8436845033925473e-10,-0.00015326070844580498,6.973575983935323e-11,1.1761493565206175e-10,-0.011693759532828281,-0.054303548670504936,-0.00041177734755919854,-3.327915108058986e-09,-2.536950865011574e-10,2.664201440650374e-10,0.0002676916449830273,-1.3367106791454084e-11,2.3645049243097644e-11,5.209508607202507e-05,-1.3342706131982755e-11,2.3619812835474597e-11,5.209523007591427e-05,2.0769458589876073e-10,-2.1855514234033095e-10,-0.00012135747780920892,5.1152916089443746e-11,4.5870781977350274e-11,-0.022187786475694457,-0.21317829802099872,-0.0002505211551949259,-3.32812685356268e-09
4,4,-4.379444478170583e-11,119999999.9999992,130.0,-0.05825597809311886,118912.86815920233,338.56543628254013,-0.012040161065645125,69787.40985604718,419.7291348336109,-0.05825597814155971,0.05825597814155971,-0.012040161073994254,0.012040161073994254,-3.172316273386283e-10,3.3321392021441144e-10,81.16369855107071,80,0.000265317756221665,0.0003235582392947868,0.0,-2.5257073270658717e-11,3.213039827229931e-11,208.56543628254016,204.5,6.574192094338186e-05,7.13036018908813e-05,0.0,-2.5222831017594148e-11,3.2095757556833306e-11,208.56543628254016,204.5,6.567104487709885e-05,7.130406609892456e-05,0.0,-3.046957628708027e-10,2.9508056852533025e-10,81.16369855107071,-0.00023912629305704541,-0.00016738840513993986,6.740837232350821e-11,208.56543628254016,130.0,338.56543628254013,1.8634036368682715e-09,1.7924350433018313e-09,8.349129423671657e-12,81.16369855107071,338.56543628254013,419.7291348336109,3.800184488810234e-10,3.7727739118400474e-10,0.0,-3.3305792749549357e-09,-0.00029877417420937134,5.543604470262665e-05,0.00035421021891202293,0,-2.3877032001179613e-11,119998855.20003556,129.9999904600003,-0.21468635484584273,117279.54547715983,338.5358078441413,-0.028883945277475852,69586.58156339783,419.71264801500894,-0.21468635495603286,0.21468635495603286,-0.028883945218253965,0.028883945218253965,-1.9330543907257588e-10,2.056656104135468e-10,81.17684017086766,80,0.00016378366690861107,0.00019973617915687326,0.0,-1.5234389522215066e-11,2.1997786002937347e-11,208.535817384141,204.5,4.500383522339137e-05,4.881110110997745e-05,0.0,-1.5211278227724622e-11,2.197395766942678e-11,208.535817384141,204.5,4.495508843084116e-05,4.8811170934689455e-05,0.0,-2.624464194243793e-10,2.535768002332619e-10,81.17684017086766,-0.00020596931790345637,-0.0001441785225324353,4.8155818765741425e-11,208.535817384141,129.9999904600003,338.5358078441413,1.8496037400769278e-09,1.7975804396644304e-09,-5.922186165291966e-11,81.17684017086766,338.5358078441413,419.71264801500894,2.959911852416635e-10,3.5545119605828784e-10,0.0,-3.3308172737142563e-09,-0.00015317660049575318,8.270480564151334e-05,0.0002358814061372825,0,-3.0923524402335506e-10,3.1956376626266484e-10,0.00032355823929483573,-2.1914246454498976e-11,3.1941280057699076e-11,7.13036018908995e-05,-2.188019832720548e-11,3.190687088812359e-11,7.130406609894276e-05,2.9026772567058707e-10,-3.056065646573834e-10,-0.00016738840513993148,6.740837245826196e-11,8.349128968715341e-12,-0.012040161073994254,-0.05825597814155971,-0.0002987741742093466,-3.327935424712882e-09,-1.871021767122124e-10,1.9930916104652202e-10,0.0001997361791568965,-1.194986296226591e-11,2.2156006955497114e-11,4.881110110998969e-05,-1.1927169038912365e-11,2.2132335339853523e-11,4.8811170934701686e-05,2.4913652073171424e-10,-2.582928646701344e-10,-0.00014417852253243522,4.815581358937624e-11,-5.922187051852205e-11,-0.028883945218253975,-0.21468635495603286,-0.0001531766004957372,-3.3281734314054037e-09
5,5,-3.8321226443154504e-11,119999999.99999905,130.0,-0.062321361898009596,118688.5112563695,338.5613664531378,-0.013433844847815677,69739.04801459504,419.72516461160296,-0.06232136212288106,0.06232136212288106,-0.013433844686868689,0.013433844686868689,-2.4218399868182185e-10,2.5636707159899073e-10,81.16379815846521,80,0.0002041279326583994,0.0002489365032419887,0.0,-2.2492664198427163e-11,2.931363481031455e-11,208.56136645313777,204.5,5.9977520397473484e-05,6.505154056125678e-05,0.0,-2.24613188136772e-11,2.928207666892143e-11,208.56136645313777,204.5,5.9912952693496885e-05,6.505206589956802e-05,0.0,-4.1398131403069075e-10,4.031269005552669e-10,81.16379815846521,-0.0003248941849251709,-0.00022742592944764261,6.225047462020956e-11,208.56136645313777,130.0,338.5613664531378,1.8604926601141697e-09,1.7945402423432006e-09,-1.6094698795039728e-10,81.16379815846521,338.5613664531378,419.72516461160296,3.7921727484067997e-10,5.40725151398968e-10,0.0,-3.330627954973188e-09,-0.00015161085227109478,6.3686030045636e-05,0.0002152968823167382,0,-2.2428345000408567e-11,119998855.20003548,129.9999904600003,-0.27514027335720065,116289.0404930739,338.5178401049876,-0.037080301590539086,69453.09247767189,419.70168934821623,-0.2751402735210441,0.2751402735210441,-0.037080301475694445,0.037080301475694445,-1.680251936785968e-10,1.78735917841023e-10,81.18384924322861,80,0.000142349968411579,0.0001735975224531679,0.0,-1.4498238948294539e-11,2.124240968434627e-11,208.51784964498734,204.5,4.345478788633928e-05,4.713100638432248e-05,0.0,-1.4475941487511202e-11,2.1219393503906885e-11,208.51784964498734,204.5,4.340770659657587e-05,4.7131060365452674e-05,0.0,-2.929924490723252e-10,2.842862280670742e-10,81.18384924322861,-0.0002299418437366069,-0.00016095929061564262,4.656878664648838e-11,208.51784964498734,129.9999904600003,338.5178401049876,1.8475868629508867e-09,1.7971786734173553e-09,-1.1484461561655906e-10,81.18384924322861,338.5178401049876,419.70168934821623,3.129096070764609e-10,4.276159259347655e-10,0.0,-3.330842377616872e-09,-0.00010689697038880971,8.788929734911552e-05,0.00019478626773793538,0,-2.350646045361433e-10,2.48786360501693e-10,0.00024893650324201154,-1.91762421530078e-11,2.928994961917668e-11,6.505154056126335e-05,-1.9144984290145406e-11,2.92585817232254e-11,6.505206589957459e-05,3.976855867484119e-10,-4.0917245938615396e-10,-0.00022742592944765045,6.225047474725774e-11,-1.6094698840844273e-10,-0.013433844686868689,-0.06232136212288106,-0.00015161085227108736,-3.3279841191149784e-09,-1.626484970839778e-10,1.7356591472271882e-10,0.00017359752245318436,-1.1225112683345635e-11,2.1376125727042845e-11,4.713100638433083e-05,-1.1203232317061669e-11,2.1353263216601886e-11,4.7131060365461016e-05,2.7992314288710123e-10,-2.885488182332171e-10,-0.00016095929061564647,4.656878146228929e-11,-1.1484462448087401e-10,-0.03708030147569445,-0.2751402735210441,-0.00010689697038879959,-3.3281985402721146e-09
6,6,-3.4245206570214535e-11,119999999.99999893,130.0,-0.07804693620312914,118407.54228603824,338.556269682046,-0.021717395904338032,69660.86538933942,419.7187462790892,-0.07804693660290196,0.07804693660290196,-0.02171739556769148,0.02171739556769148,-1.90840025711287e-10,2.0369263468110484e-10,81.1624765970432,80,0.0001621841072805379,0.00019778549668360897,0.0,-2.0469210648518707e-11,2.7316855772754406e-11,208.55626968204598,204.5,5.5890757917902005e-05,6.061904329490604e-05,0.0,-2.043996322864851e-11,2.7287443483636407e-11,208.55626968204598,204.5,5.583058216590351e-05,6.061952461010301e-05,0.0,-5.413591823714526e-10,5.307980038715254e-10,81.1624765970432,-0.0004248603915848482,-0.0002974022741094218,5.865482751050983e-11,208.55626968204598,130.0,338.556269682046,1.8595134118489375e-09,1.7970196566081374e-09,-3.366465503287973e-10,81.1624765970432,338.556269682046,419.7187462790892,4.5390865422658927e-10,7.898463485257839e-10,0.0,-3.3306651159537515e-09,-2.1618462457884926e-05,9.41833457369179e-05,0.00011580180819479761,0,-3.0899871779191394e-11,119998855.20003536,129.9999904600003,-0.40482487143160345,114831.67095592013,338.4914034528608,-0.054967731971716935,69255.2086425737,419.6854442522167,-0.40482487116988775,0.40482487116988775,-0.054967732222222225,0.054967732222222225,-4.941713698126507e-10,5.04498107445943e-10,81.19404079935588,80,0.0004018483929166022,0.0004900590157520298,0.0,-1.880734369128358e-11,2.5678944561298488e-11,208.49141299286055,204.5,5.2523388106228075e-05,5.6966798379860185e-05,0.0,-1.8780246725039932e-11,2.565117663439563e-11,208.49141299286055,204.5,5.2466594086178433e-05,5.696698597848149e-05,0.0,-1.8459499759438334e-10,1.7618887103966762e-10,81.19404079935588,-0.00014486968293762415,-0.0001014087780563296,5.53027024023803e-11,208.49141299286055,129.9999904600003,338.4914034528608,1.9362466539094855e-09,1.877122513829274e-09,2.5050531646085314e-10,81.19404079935588,338.4914034528608,419.6854442522167,3.357388870026248e-10,1.0794787733756895e-10,0.07357298277434086,-38033.55380645188,38033.553303867855,38033.553340712664,3.68448125645752e-05,0,-1.8438658094852665e-10,1.9805310271114304e-10,0.00019778549668361944,-1.7137194997800887e-11,2.742257106173787e-11,6.061904329490417e-05,-1.7108011572412414e-11,2.7393328600010728e-11,6.0619524610101146e-05,5.255045819152997e-10,-5.354085086129493e-10,-0.00029740227410943843,5.865482762898108e-11,-3.36646550785391e-10,-0.02171739556769148,-0.07804693660290196,-2.1618462457890147e-05,-3.328021290892067e-09,-4.890164539455201e-10,4.76486263909003e-10,0.0004900590157520673,-1.5463293074571804e-11,2.5754424770157498e-11,5.696679837986182e-05,-1.543657870461839e-11,2.5726845146005588e-11,5.696698597848312e-05,1.7199803746418284e-10,-2.0326663178957573e-10,-0.00010140877805632597,5.5302697210766026e-11,2.505053075980761e-10,-0.05496773222222223,-0.40482487116988775,38033.553303867855,-38033.55380645188
7,7,-3.5182492741332744e-11,119999999.99999881,130.0,-0.07830285565419684,118125.65200568312,338.55115619841007,-0.032506859481805116,69543.84069520493,419.7091392417605,-0.07830285598773618,0.07830285598773618,-0.03250685921177588,0.03250685921177588,-2.014800964009252e-10,2.1458973988730342e-10,81.15798304335043,80,0.00017085092676957187,0.0002083547887434079,0.0,-2.097479631871038e-11,2.7891017188358078e-11,208.5511561984101,204.5,5.706408246466671e-05,6.189162957122529e-05,0.0,-2.0945221086562238e-11,2.7860925175575908e-11,208.5511561984101,204.5,5.7002517459122454e-05,6.18919842118626e-05,0.0,-4.816204863405309e-10,4.728265287990785e-10,81.15798304335043,-0.0003779771102430976,-0.00026458397717018926,6.001523202350147e-11,208.5511561984101,130.0,338.55115619841007,1.8483612751151965e-09,1.7844171076341506e-09,-2.700292290653577e-10,81.15798304335043,338.55115619841007,419.7091392417605,8.588600422016755e-10,1.1291772905148897e-09,0.07477177315670108,-38653.26849916558,38653.268431611155,38653.26846426122,3.265007273834927e-05,0,-3.764124686282329e-11,119998855.20003523,129.9999904600003,-0.5718807735468158,112772.90017115159,338.4540573950092,0.06770615070332373,69498.95078510567,419.70545404484375,-0.4321204871203743,0.4321204871203743,-0.07205413577380952,0.07205413577380952,-0.13976028662487813,0.1397602866248781,81.37088158217226,80,111563.41795919384,136052.94873072417,1.0,-2.221789149979815e-11,2.91576610354322e-11,208.45406693500894,204.5,5.962796117138623e-05,6.467240907959823e-05,0.0,-2.2186924895374524e-11,2.912628642070776e-11,208.45406693500894,204.5,5.956380203845013e-05,6.467296638268562e-05,0.0,-1.5203337401076962e-10,1.435519167874944e-10,81.37088158217226,-0.00011931713283270618,-8.352199298291504e-05,5.910951876870397e-11,208.45406693500894,129.9999904600003,338.4540573950092,2.470236982696294e-09,2.408348608400087e-09,0.13976028647713326,81.37088158217226,338.4540573950092,419.70545404484375,0.1397602860553518,0.0,0.27945187048193765,-144462.64586858547,8409.697092037923,8409.697130110882,3.807295880690478e-05,0,-1.9489915260264207e-10,2.0780443679734118e-10,0.0002083547887434217,-1.760589392776047e-11,2.805808990815545e-11,6.189162957122692e-05,-1.7576598813571107e-11,2.8028206547784577e-11,6.189198421186422e-05,4.684232610077826e-10,-4.775456461599262e-10,-0.00026458397717019967,6.001523213351844e-11,-2.700292295202739e-10,-0.03250685921177588,-0.07830285598773618,38653.268431611155,-38653.26849916558,-0.13976028662487813,0.1397602866248781,136052.94873072417,-1.8836002991324875e-11,2.818091271834251e-11,6.467240907960004e-05,-1.880524387149729e-11,2.8149755717034275e-11,6.467296638268742e-05,1.3932714348865026e-10,-1.4774483016568847e-10,-8.35219929829254e-05,5.910951357452817e-11,0.13976028647713326,-0.07205413577380954,-0.4321204871203743,8409.697092037923,-144462.64586858547
