,t,B0w.Q,B0w.W,B0w.z,B1w.Q,B1w.W,B1w.z,B4w.Q,B4w.W,B4w.z,Irrigation1w.Qin,Irrigation1w.Qout,Irrigation4w.Qin,Irrigation4w.Qout,Pump4w.Qin,Pump4w.Qout,Pump4w.H,Pump4w.Hfix,Pump4w.Ph,Pump4w.Pe,Pump4w.PumpOn,Pump5w.Qin,Pump5w.Qout,Pump5w.H,Pump5w.Hfix,Pump5w.Ph,Pump5w.Pe,Pump5w.PumpOn,Pump7w.Qin,Pump7w.Qout,Pump7w.H,Pump7w.Hfix,Pump7w.Ph,Pump7w.Pe,Pump7w.PumpOn,Pump8w.Qin,Pump8w.Qout,Pump8w.H,Pump8w.Hfix,Pump8w.Ph,Pump8w.Pe,Pump8w.PumpOn,Pipe0w.Q,Pipe0w.H,Pipe0w.zlow,Pipe0w.zhigh,Pipe0w.Qp,Pipe0w.Qn,Pipe2w.Q,Pipe2w.H,Pipe2w.zlow,Pipe2w.zhigh,Pipe2w.Qp,Pipe2w.Qn,PVw.forecast,PVw.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,EBgw.P_bal,B0s.Q,B0s.W,B0s.z,B1s.Q,B1s.W,B1s.z,B4s.Q,B4s.W,B4s.z,Irrigation1s.Qin,Irrigation1s.Qout,Irrigation4s.Qin,Irrigation4s.Qout,Pump4s.Qin,Pump4s.Qout,Pump4s.H,Pump4s.Hfix,Pump4s.Ph,Pump4s.Pe,Pump4s.PumpOn,Pump5s.Qin,Pump5s.Qout,Pump5s.H,Pump5s.Hfix,Pump5s.Ph,Pump5s.Pe,Pump5s.PumpOn,Pump7s.Qin,Pump7s.Qout,Pump7s.H,Pump7s.Hfix,Pump7s.Ph,Pump7s.Pe,Pump7s.PumpOn,Pump8s.Qin,Pump8s.Qout,Pump8s.H,Pump8s.Hfix,Pump8s.Ph,Pump8s.Pe,Pump8s.PumpOn,Pipe0s.Q,Pipe0s.H,Pipe0s.zlow,Pipe0s.zhigh,Pipe0s.Qp,Pipe0s.Qn,Pipe2s.Q,Pipe2s.H,Pipe2s.zlow,Pipe2s.zhigh,Pipe2s.Qp,Pipe2s.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBgs.P_bal,p4r1w_expanded.Q,p4c2_Qw_expanded.Q,p4ebw_expanded.P,p5r1w_expanded.Q,p5c0_Qw_expanded.Q,p5ebw_expanded.P,p7r0w_expanded.Q,p7c0_Qw_expanded.Q,p7ebw_expanded.P,p8r0w_expanded.Q,p8c2_Qw_expanded.Q,p8ebw_expanded.P,c0r1_Qw_expanded.Q,c2r4_Qw_expanded.Q,r4i4w_expanded.Q,r1i1w_expanded.Q,gridebw_expanded.P,pvebw_expanded.P,p4r1s_expanded.Q,p4c2_Qs_expanded.Q,p4ebs_expanded.P,p5r1s_expanded.Q,p5c2_Qs_expanded.Q,p5ebs_expanded.P,p7r0s_expanded.Q,p7c0_Qs_expanded.Q,p7ebs_expanded.P,p8r0s_expanded.Q,p8c0_Qs_expanded.Q,p8ebs_expanded.P,c0r1_Qs_expanded.Q,c2r4_Qs_expanded.Q,r4i4s_expanded.Q,r1i1s_expanded.Q,gridebs_expanded.P,pvebs_expanded.P
0,0,-0.6360000302980868,119997710.39989093,129.9999809199991,0.5931660669811585,122135.39784113216,337.8535269578772,-0.03306570882647793,229880.9634482247,429.45144132469886,-0.04283394667047635,0.04283394667047635,-0.03306572547292994,0.03306572547292994,-8.323225948162461e-09,8.323225948162461e-09,88.00000000000315,88,0.007185274496529945,0.007793139367169139,0.0,-8.323226065001602e-09,8.323226065001602e-09,88.00000000000315,88,0.007185274597394839,0.00779313947656707,0.0,-0.3180000151490434,0.3180000151490434,217.28543947524273,206,677839.3435694264,735183.6698149963,1.0,-0.3180000151490434,0.3180000151490434,217.28543947524273,206,677839.3435694264,735183.6698149963,1.0,0.6360000302980868,217.28543947524273,129.9999809199991,337.8535269578772,0.6360000302980868,3.0994479953322034e-40,1.664645201316406e-08,88.00000000000315,337.8535269578772,429.45144132469886,3.42365956595753e-06,3.407013113944366e-06,0.0,-3.3307194065648756e-09,-1470367.3552162682,0.011182475826887472,1470367.3663987438,0,-0.7030410505391297,119997469.05221805,129.9999789087685,0.24732737043831485,120890.37853357794,337.78468310420925,0.22060129030506054,230794.16464509824,429.4880558058475,-0.10024548564043212,0.10024548564043212,-0.1348669041553222,0.1348669041553222,-0.3554681860592412,0.3554681860592412,91.5140058925595,88,319122.41637843254,346119.757460339,1.0,-8.401141597359405e-09,8.401141597359405e-09,91.5140058925595,88,0.007542145013011936,0.008180200664871948,0.0,-0.7030410421313749,0.7030410421313749,219.7900414529342,206,1515855.128170986,1644094.4991008525,1.0,-8.407754890729297e-09,8.407754890729297e-09,219.7900414529342,206,0.018128299208334087,0.01966192972704348,0.0,0.7030410505391298,219.7900414529342,129.9999789087685,337.78468310420925,0.7030410505391298,0.0,0.35546819446038275,91.5140058925595,337.78468310420925,429.4880558058475,0.35546819446038275,0.0,0.0,-3.3307211173197742e-09,-1990214.2844033188,0.01328634932720512,1990214.2976896681,0,-8.323225948162461e-09,8.323225948162461e-09,0.007793139367169139,-8.323226065001602e-09,8.323226065001602e-09,0.00779313947656707,-0.3180000151490434,0.3180000151490434,735183.6698149963,-0.3180000151490434,0.3180000151490434,735183.6698149963,0.6360000302980868,1.664645201316406e-08,-0.03306572547292994,-0.04283394667047635,-1470367.3552162682,-3.3307194065648756e-09,-0.3554681860592412,0.3554681860592412,346119.757460339,-8.401141597359405e-09,8.401141597359405e-09,0.008180200664871948,-0.7030410421313749,0.7030410421313749,1644094.4991008525,-8.407754890729297e-09,8.407754890729297e-09,0.01966192972704348,0.7030410505391298,0.35546819446038275,-0.1348669041553222,-0.10024548564043212,-1990214.2844033188,-3.3307211173197742e-09
1,1,-0.6360000761184242,119995420.7996169,129.9999618399968,0.594088573991718,124274.11670750235,337.97178829549637,-0.03338014180418889,229760.7949377296,429.4466232104901,-0.04191148545488257,0.04191148545488257,-0.033380158476012556,0.033380158476012556,-8.335911832143856e-09,8.335911832143856e-09,88.00000000000364,88,0.007196225966453445,0.007805017317194626,0.0,-8.33591183220776e-09,8.33591183220776e-09,88.00000000000364,88,0.007196225966508613,0.007805017317254462,0.0,-0.3180000380592121,0.3180000380592121,217.28544110135158,206,677839.3974768353,735183.7282829016,1.0,-0.3180000380592121,0.3180000380592121,217.28544110135158,206,677839.3974768353,735183.7282829016,1.0,0.6360000761184242,217.28544110135158,129.9999618399968,337.97178829549637,0.6360000761184242,8.265194654219209e-40,1.6671823664351613e-08,88.00000000000364,337.97178829549637,429.4466232104901,3.940186047890103e-06,3.923514224225751e-06,0.0,-3.3307192979456e-09,-1470367.4721758347,0.01090507741263295,1470367.4830809121,0,-0.7283684576438811,119994846.92577054,129.99995705771477,0.2574317949560353,121817.13299541967,337.8359283725918,0.2438964604525695,231672.19190272747,429.52326000026,-0.09564164959747024,0.09564164959747024,-0.13139855263780612,0.13139855263780612,-8.400726311080239e-09,8.400726311080239e-09,91.91693690591194,88,0.007574978186847,0.008215811482480479,0.0,-0.3752950046896493,0.3752950046896493,91.91693690591194,88,338405.4388908588,367034.0985801072,1.0,-0.3641842288229481,0.3641842288229481,220.8015250215257,206,788845.9688375021,855581.3111035815,1.0,-0.36418422882093304,0.36418422882093304,220.8015250215257,206,788845.9688331372,855581.3110988474,1.0,0.7283684576438813,220.8015250215257,129.99995705771477,337.8359283725918,0.7283684576438813,0.0,0.3752950130903756,91.91693690591194,337.8359283725918,429.52326000026,0.3752950130903756,0.0,0.0,-3.3307210374369452e-09,-2078196.7289983442,0.013168842776049041,2078196.7421671872,0,-8.335911832143856e-09,8.335911832143856e-09,0.007805017317194626,-8.33591183220776e-09,8.33591183220776e-09,0.007805017317254462,-0.3180000380592121,0.3180000380592121,735183.7282829016,-0.3180000380592121,0.3180000380592121,735183.7282829016,0.6360000761184242,1.6671823664351613e-08,-0.033380158476012556,-0.04191148545488257,-1470367.4721758347,-3.3307192979456e-09,-8.400726311080239e-09,8.400726311080239e-09,0.008215811482480479,-0.3752950046896493,0.3752950046896493,367034.0985801072,-0.3641842288229481,0.3641842288229481,855581.3111035815,-0.36418422882093304,0.36418422882093304,855581.3110988474,0.7283684576438813,0.3752950130903756,-0.13139855263780612,-0.09564164959747024,-2078196.7289983442,-3.3307210374369452e-09
2,2,-0.5334854716035228,119993500.25191914,129.99994583543267,0.4934011851374401,126050.36097399713,338.07000645132666,-0.033464834953407505,229640.32153189735,429.4417928716098,-0.040084269794871466,0.040084269794871466,-0.03346485162461878,0.03346485162461878,-8.335605636551413e-09,8.335605636551413e-09,88.00000000000362,88,0.0071959616339224,0.007804730622475488,0.0,-8.335605636861259e-09,8.335605636861259e-09,88.00000000000362,88,0.007195961634189883,0.0078047306227656005,0.0,-0.5334854631988081,0.5334854631988081,213.94052828069567,206,1119656.1275211493,1214377.5786563442,1.0,-8.404714712712709e-09,8.404714712712709e-09,213.94052828069567,206,0.017639450326699654,0.019131724866268608,0.0,0.5334854716035228,213.94052828069567,129.99994583543267,338.07000645132666,0.5334854716035228,2.800982632818732e-39,1.6671211273412672e-08,88.00000000000362,338.07000645132666,429.4417928716098,3.9258345478694e-06,3.909163336595987e-06,0.0,-3.3307192748826665e-09,-1214377.613397527,0.01044910878745569,1214377.623846636,0,-0.7621604808983606,119992103.1480393,129.99993419290033,0.119929031195646,122248.87750772398,337.8598018626226,0.39480016966746584,233093.47251353035,429.5802457470038,-0.09473141010940546,0.09473141010940546,-0.15269986992584333,0.15269986992584333,-0.2737500197966546,0.2737500197966546,96.33622251819348,88,258709.7400788205,280596.2473739919,1.0,-0.2737500197966546,0.2737500197966546,96.33622251819348,88,258709.7400788205,280596.2473739919,1.0,-0.3810802404493659,0.3810802404493659,222.20679190214585,206,830697.2395148848,900973.1448100703,1.0,-0.3810802404489948,0.3810802404489948,222.20679190214585,206,830697.2395140757,900973.1448091927,1.0,0.7621604808983606,222.20679190214585,129.99993419290033,337.8598018626226,0.7621604808983606,0.0,0.5475000395933092,96.33622251819348,337.8598018626226,429.5802457470038,0.5475000395933092,0.0,0.0,-3.3307209366665356e-09,-2363138.7843672438,0.013192715946346403,2363138.7975599593,0,-8.335605636551413e-09,8.335605636551413e-09,0.007804730622475488,-8.335605636861259e-09,8.335605636861259e-09,0.0078047306227656005,-0.5334854631988081,0.5334854631988081,1214377.5786563442,-8.404714712712709e-09,8.404714712712709e-09,0.019131724866268608,0.5334854716035228,1.6671211273412672e-08,-0.03346485162461878,-0.040084269794871466,-1214377.613397527,-3.3307192748826665e-09,-0.2737500197966546,0.2737500197966546,280596.2473739919,-0.2737500197966546,0.2737500197966546,280596.2473739919,-0.3810802404493659,0.3810802404493659,900973.1448100703,-0.3810802404489948,0.3810802404489948,900973.1448091927,0.7621604808983606,0.5475000395933092,-0.15269986992584333,-0.09473141010940546,-2363138.7843672438,-3.3307209366665356e-09
3,3,-0.5693543889027441,119991450.57611908,129.999928754801,0.53360310473126,127971.33215102967,338.17622734108267,-0.03024602403184918,229531.4358453827,429.4374271382644,-0.035751267490701934,0.035751267490701934,-0.03024604071263128,0.03024604071263128,-8.340391051006213e-09,8.340391051006213e-09,88.00000000000377,88,0.007200092786512949,0.007809211265198428,0.0,-8.340391051008115e-09,8.340391051008115e-09,88.00000000000377,88,0.007200092786514592,0.007809211265200209,0.0,-8.405261847120136e-09,8.405261847120136e-09,215.04418732254254,206,0.01773160151778534,0.019231671928183664,0.0,-0.5693543804974822,0.5693543804974822,215.04418732254254,206,1201100.5940161103,1302712.141015304,1.0,0.5693543889027441,215.04418732254254,129.999928754801,338.17622734108267,0.5693543889027441,4.5917748078995606e-40,1.6680782102014328e-08,88.00000000000377,338.17622734108267,429.4374271382644,4.071623139157784e-06,4.054942357055769e-06,0.0,-3.3307192281570647e-09,-1302712.1758653955,0.010461380573532237,1302712.186326776,0,-0.6953530111391413,119989599.8771992,129.99991333231,0.25637081143022605,123171.8124288728,337.9108359279347,0.203616115212222,233826.49052829435,429.60963584677046,-0.08960992548363095,0.08960992548363095,-0.14575615901306224,0.14575615901306224,-8.400616267672705e-09,8.400616267672705e-09,91.39451602058573,88,0.007531826231222777,0.008169008927573511,0.0,-0.34937226582466796,0.34937226582466796,91.39451602058573,88,313240.25672285457,339739.9747536383,1.0,-0.34767650556964697,0.34767650556964697,219.4900911017975,206,748616.284716891,811948.2480660424,1.0,-0.3476765055694943,0.3476765055694943,219.4900911017975,206,748616.2847165624,811948.2480656859,1.0,0.6953530111391413,219.4900911017975,129.99991333231,337.9108359279347,0.6953530111391413,0.0,0.3493722742252842,91.39451602058573,337.9108359279347,429.60963584677046,0.3493722742252842,0.0,0.0,-3.3307211355712936e-09,-1963636.4790543723,0.013195092261281207,1963636.4922494646,0,-8.340391051006213e-09,8.340391051006213e-09,0.007809211265198428,-8.340391051008115e-09,8.340391051008115e-09,0.007809211265200209,-8.405261847120136e-09,8.405261847120136e-09,0.019231671928183664,-0.5693543804974822,0.5693543804974822,1302712.141015304,0.5693543889027441,1.6680782102014328e-08,-0.03024604071263128,-0.035751267490701934,-1302712.1758653955,-3.3307192281570647e-09,-8.400616267672705e-09,8.400616267672705e-09,0.008169008927573511,-0.34937226582466796,0.34937226582466796,339739.9747536383,-0.34767650556964697,0.34767650556964697,811948.2480660424,-0.3476765055694943,0.3476765055694943,811948.2480656859,0.6953530111391413,0.3493722742252842,-0.14575615901306224,-0.08960992548363095,-1963636.4790543723,-3.3307211355712936e-09
4,4,-1.7035229166838955e-08,119991450.57605775,129.99992875480046,-0.039658420050104747,127828.56183884929,338.16833279806616,-0.030637702130220074,229421.1401177139,429.4330048698143,-0.03965842037616476,0.03965842037616476,-0.030637718839389223,0.030637718839389223,-8.354584574784151e-09,8.354584574784151e-09,88.00000000000314,88,0.007212345771719918,0.00782250083700642,0.0,-8.35458457507929e-09,8.35458457507929e-09,88.00000000000314,88,0.007212345771974707,0.007822500837282764,0.0,-8.517614583431974e-09,8.517614583431974e-09,206.0000000000036,206,0.017212906607074644,0.018669096103117837,0.0,-8.51761458340698e-09,8.51761458340698e-09,206.0000000000036,206,0.017212906607024132,0.01866909610306305,0.0,1.7035229166838955e-08,206.0000000000036,129.99992875480046,338.16833279806616,3.780837819575066e-06,3.763802590408227e-06,1.670916914986344e-08,88.00000000000314,338.16833279806616,429.4330048698143,3.4009734357586184e-06,3.3842642666087547e-06,0.0,-3.33071870673352e-09,-0.05298319054975137,0.011848314922560171,0.06483150547231153,0,-0.5063966645676262,119987776.84920676,129.99989814041007,0.12845636113711548,123634.25532896642,337.93640689791937,0.1343700032562239,234310.22254001675,429.62903091182824,-0.10419022037720459,0.10419022037720459,-0.13938007979708222,0.13938007979708222,-8.381976983132551e-09,8.381976983132551e-09,90.08405659269268,88,0.007407359216181151,0.008034012165055478,0.0,-0.2737500746713291,0.2737500746713291,90.08405659269268,88,241919.67391785848,262385.7634683931,1.0,-0.5063966561628607,0.5063966561628607,213.15460853459754,206,1058899.061684789,1148480.544126669,1.0,-8.404765473965625e-09,8.404765473965625e-09,213.15460853459754,206,0.017574757190298586,0.019061558774727316,0.0,0.5063966645676261,213.15460853459754,129.99989814041007,337.93640689791937,0.5063966645676261,3.2142423655296924e-40,0.2737500830533061,90.08405659269268,337.93640689791937,429.62903091182824,0.2737500830533061,0.0,0.0,-3.3307216360239857e-09,-1410866.33469063,0.013125429567886307,1410866.3478160596,0,-8.354584574784151e-09,8.354584574784151e-09,0.00782250083700642,-8.35458457507929e-09,8.35458457507929e-09,0.007822500837282764,-8.517614583431974e-09,8.517614583431974e-09,0.018669096103117837,-8.51761458340698e-09,8.51761458340698e-09,0.01866909610306305,1.7035229166838955e-08,1.670916914986344e-08,-0.030637718839389223,-0.03965842037616476,-0.05298319054975137,-3.33071870673352e-09,-8.381976983132551e-09,8.381976983132551e-09,0.008034012165055478,-0.2737500746713291,0.2737500746713291,262385.7634683931,-0.5063966561628607,0.5063966561628607,1148480.544126669,-8.404765473965625e-09,8.404765473965625e-09,0.019061558774727316,0.5063966645676261,0.2737500830533061,-0.13938007979708222,-0.10419022037720459,-1410866.33469063,-3.3307216360239857e-09
5,5,-1.6829225900347967e-08,119991450.57599717,129.99992875479995,-0.04559122362364051,127664.43343380418,338.1592572505376,-0.030163966356883332,229312.54983882912,429.428650980734,-0.045591223835223134,0.045591223835223134,-0.03016398297452661,0.03016398297452661,-8.308821639028996e-09,8.308821639028996e-09,88.00000000000298,88,0.0071728395445411946,0.007779652434426458,0.0,-8.308821639028998e-09,8.308821639028998e-09,88.00000000000298,88,0.0071728395445411946,0.00777965243442646,0.0,-8.414612950173984e-09,8.414612950173984e-09,206.000000000003,206,0.017004754726488845,0.01844333484434799,0.0,-8.414612950173984e-09,8.414612950173984e-09,206.000000000003,206,0.017004754726488845,0.01844333484434799,0.0,1.6829225900347967e-08,206.000000000003,129.99992875479995,338.1592572505376,3.2134100537048855e-06,3.1965808278045378e-06,1.6617643278057996e-08,88.00000000000298,338.1592572505376,429.428650980734,3.2570430660611897e-06,3.240425422783132e-06,0.0,-3.3307163094210622e-09,-0.05244597122683259,0.011988487450446396,0.06443445867727898,0,-0.3681428996056215,119986451.53476818,129.99988709612308,-0.03711277565214255,123500.6493366187,337.92901909972977,0.09303510026102556,234645.14890095647,429.64245966659865,-0.13150563851104796,0.13150563851104796,-0.18071493648569056,0.18071493648569056,-0.2737500283881736,0.2737500283881736,90.0840558876296,88,241919.63112285762,262385.7170529909,1.0,-8.35854255037384e-09,8.35854255037384e-09,90.0840558876296,88,0.007386649573711039,0.008011550513786377,0.0,-8.4032126327244e-09,8.4032126327244e-09,209.78126452738792,206,0.01729342677321359,0.018756428170513657,0.0,-0.3681428912024089,0.3681428912024089,209.78126452738792,206,757621.2109958892,821714.9793881661,1.0,0.3681428996056215,209.78126452738792,129.99988709612308,337.92901909972977,0.3681428996056215,7.806017173429253e-40,0.27375003674671616,90.0840558876296,337.92901909972977,429.64245966659865,0.27375003674671616,9.183549615799121e-41,0.0,-3.3307219192566667e-09,-1084100.7232091324,0.013003195956135211,1084100.7362123283,0,-8.308821639028996e-09,8.308821639028996e-09,0.007779652434426458,-8.308821639028998e-09,8.308821639028998e-09,0.00777965243442646,-8.414612950173984e-09,8.414612950173984e-09,0.01844333484434799,-8.414612950173984e-09,8.414612950173984e-09,0.01844333484434799,1.6829225900347967e-08,1.6617643278057996e-08,-0.03016398297452661,-0.045591223835223134,-0.05244597122683259,-3.3307163094210622e-09,-0.2737500283881736,0.2737500283881736,262385.7170529909,-8.35854255037384e-09,8.35854255037384e-09,0.008011550513786377,-8.4032126327244e-09,8.4032126327244e-09,0.018756428170513657,-0.3681428912024089,0.3681428912024089,821714.9793881661,0.3681428996056215,0.27375003674671616,-0.18071493648569056,-0.13150563851104796,-1084100.7232091324,-3.3307219192566667e-09
6,6,-1.6570307892918145e-08,119991450.57593751,129.9999287547995,-0.07059574436479249,127410.28875409093,338.1452042161513,-0.02916857123549306,229207.54298238133,429.4244407677174,-0.07059574443626089,0.07059574443626089,-0.029168587734332556,0.029168587734332556,-8.249419749246042e-09,8.249419749246042e-09,88.00000000000294,88,0.007121559081129358,0.00772403371055245,0.0,-8.249419749246042e-09,8.249419749246042e-09,88.00000000000294,88,0.00712155908112936,0.007724033710552451,0.0,-8.285153946459073e-09,8.285153946459073e-09,206.00000000000296,206,0.01674313620424152,0.01815958373561987,0.0,-8.285153946459073e-09,8.285153946459073e-09,206.00000000000296,206,0.01674313620424152,0.01815958373561987,0.0,1.6570307892918145e-08,206.00000000000296,129.9999287547995,338.1452042161513,3.212672139125474e-06,3.196101831232556e-06,1.6498839498492084e-08,88.00000000000294,338.1452042161513,429.4244407677174,3.2567676051556012e-06,3.240268765657109e-06,0.0,-3.3307170670700777e-09,-0.051767231561627575,0.012702779858073146,0.06447001141970071,0,-1.736046936157621e-08,119986451.53470568,129.99988709612256,-0.17437460183195316,122872.90077002367,337.89430748506106,-0.28541798419968745,233617.64415783758,429.60126222492215,-0.17437460219791667,0.17437460219791667,-0.2854180011941933,0.2854180011941933,-8.497252928032694e-09,8.497252928032694e-09,88.00000000000308,88,0.007335508507712324,0.007956082980165211,0.0,-8.497252928032694e-09,8.497252928032694e-09,88.00000000000308,88,0.007335508507712324,0.007956082980165211,0.0,-8.680234680787626e-09,8.680234680787626e-09,206.00000000000318,206,0.017541539057016758,0.01902553043060386,0.0,-8.68023468078858e-09,8.68023468078858e-09,206.00000000000318,206,0.017541539057018683,0.01902553043060595,0.0,1.7360469361576205e-08,206.00000000000318,129.99988709612256,337.89430748506106,3.2341400696770123e-06,3.216779600315436e-06,1.6994505856065388e-08,88.00000000000308,337.89430748506106,429.60126222492215,3.260254942522479e-06,3.2432604366664137e-06,0.07357298277434086,-38033.54972960809,38033.49576638126,38033.50367837935,0.00791199808647329,0,-8.249419749246042e-09,8.249419749246042e-09,0.00772403371055245,-8.249419749246042e-09,8.249419749246042e-09,0.007724033710552451,-8.285153946459073e-09,8.285153946459073e-09,0.01815958373561987,-8.285153946459073e-09,8.285153946459073e-09,0.01815958373561987,1.6570307892918145e-08,1.6498839498492084e-08,-0.029168587734332556,-0.07059574443626089,-0.051767231561627575,-3.3307170670700777e-09,-8.497252928032694e-09,8.497252928032694e-09,0.007956082980165211,-8.497252928032694e-09,8.497252928032694e-09,0.007956082980165211,-8.680234680787626e-09,8.680234680787626e-09,0.01902553043060386,-8.68023468078858e-09,8.68023468078858e-09,0.01902553043060595,1.7360469361576205e-08,1.6994505856065388e-08,-0.2854180011941933,-0.17437460219791667,38033.49576638126,-38033.54972960809
7,7,-1.6762229447068557e-08,119991450.57587717,129.999928754799,-0.08260265875971745,127112.91918255595,338.12876104362874,-0.028207039677565136,229105.9976395421,429.42036934287273,-0.08260265893665866,0.08260265893665866,-0.02820705626285339,0.02820705626285339,-8.292644127193572e-09,8.292644127193572e-09,88.00000000000297,88,0.007158873822123907,0.007764505230069313,0.0,-8.292644127193572e-09,8.292644127193572e-09,88.00000000000297,88,0.007158873822123908,0.007764505230069315,0.0,-8.381114723534279e-09,8.381114723534279e-09,206.00000000000298,206,0.01693705950020173,0.01836991269002357,0.0,-8.381114723534279e-09,8.381114723534279e-09,206.00000000000298,206,0.01693705950020173,0.01836991269002357,0.0,1.6762229447068557e-08,206.00000000000298,129.999928754799,338.12876104362874,3.2103254451906572e-06,3.1935632157435885e-06,1.658528825438714e-08,88.00000000000297,338.12876104362874,429.42036934287273,3.2609706156061012e-06,3.2443853273517144e-06,0.07477177315670108,-38653.26407091228,38653.21180207644,38653.21881354574,0.007011469299269672,0,-0.3180000302178643,119985306.7345969,129.99987755612162,0.12452642591047773,123321.1959033014,337.9190961484723,-0.3107010185867973,232499.12049092512,429.5564154114744,-0.19347358759004882,0.19347358759004882,-0.310701035304135,0.310701035304135,-8.358668878127107e-09,8.358668878127107e-09,88.00000000000301,88,0.007215871669109815,0.007826325020726482,0.0,-8.358668878127107e-09,8.358668878127107e-09,88.00000000000301,88,0.007215871669109815,0.007826325020726482,0.0,-0.31800002186653425,0.31800002186653425,208.8213601361979,206,651434.9834480966,706545.5351931634,1.0,-8.35133005414095e-09,8.35133005414095e-09,208.8213601361979,206,0.017108013149279223,0.018555328795313693,0.0,0.3180000302178643,208.8213601361979,129.99987755612162,337.9190961484723,0.3180000302178643,0.0,1.6717337756254214e-08,88.00000000000301,337.9190961484723,429.5564154114744,3.2672121500218637e-06,3.2504948122656095e-06,0.27945187048193765,-144462.64292452412,-562082.9264766182,0.008175656136977433,562082.9346522744,0,-8.292644127193572e-09,8.292644127193572e-09,0.007764505230069313,-8.292644127193572e-09,8.292644127193572e-09,0.007764505230069315,-8.381114723534279e-09,8.381114723534279e-09,0.01836991269002357,-8.381114723534279e-09,8.381114723534279e-09,0.01836991269002357,1.6762229447068557e-08,1.658528825438714e-08,-0.02820705626285339,-0.08260265893665866,38653.21180207644,-38653.26407091228,-8.358668878127107e-09,8.358668878127107e-09,0.007826325020726482,-8.358668878127107e-09,8.358668878127107e-09,0.007826325020726482,-0.31800002186653425,0.31800002186653425,706545.5351931634,-8.35133005414095e-09,8.35133005414095e-09,0.018555328795313693,0.3180000302178643,1.6717337756254214e-08,-0.310701035304135,-0.19347358759004882,-562082.9264766182,-144462.64292452412
8,8,-1.6860858873098575e-08,119991450.57581647,129.99992875479847,-0.10918021397538452,126719.87041224456,338.10702725053534,-0.02960049612239779,228999.43585350146,429.41609678550043,-0.10918021420476628,0.10918021420476628,-0.02960051275387489,0.02960051275387489,-8.315738549305076e-09,8.315738549305076e-09,88.00000000000298,88,0.007178810774844328,0.007786128823041571,0.0,-8.315738549305076e-09,8.315738549305076e-09,88.00000000000298,88,0.007178810774844328,0.007786128823041571,0.0,-8.430429436549288e-09,8.430429436549288e-09,206.00000000000304,206,0.017036717631145247,0.01847800176913801,0.0,-8.430429436549288e-09,8.430429436549288e-09,206.00000000000304,206,0.017036717631145247,0.01847800176913801,0.0,1.6860858873098575e-08,206.00000000000304,129.99992875479847,338.10702725053534,3.219188881609517e-06,3.2023280227364185e-06,1.663147709861015e-08,88.00000000000298,338.10702725053534,429.41609678550043,3.2586880596566185e-06,3.242056582558008e-06,0.2358591708815945,-121927.39486823301,121927.34233997183,121927.3495189541,0.00717898225408197,0,-1.7640190422844438e-08,119985306.73453338,129.9998775561211,-0.25652042605980635,122397.72236948609,337.8680323003517,-0.3299937576869713,231311.142963252,429.5087838698811,-0.2565204265537426,0.2565204265537426,-0.32999377483322556,0.32999377483322556,-8.57312713012099e-09,8.57312713012099e-09,88.00000000000314,88,0.007401009188891116,0.008027124933721385,0.0,-8.57312713012099e-09,8.57312713012099e-09,88.00000000000314,88,0.0074010091888911155,0.008027124933721383,0.0,-8.820095211421711e-09,8.820095211421711e-09,206.00000000000358,206,0.017824177608954,0.0193320798361757,0.0,-8.820095211422725e-09,8.820095211422725e-09,206.00000000000358,206,0.017824177608956045,0.019332079836177924,0.0,1.7640190422844435e-08,206.00000000000358,129.9998775561211,337.8680323003517,3.5488219479634304e-06,3.5311817575405857e-06,1.714625426024198e-08,88.00000000000314,337.8680323003517,429.5087838698811,3.257151151170767e-06,3.2400048969105256e-06,0.4971078908988494,-256979.921438902,256979.8667204925,256979.87142781474,0.0047073222736708316,0,-8.315738549305076e-09,8.315738549305076e-09,0.007786128823041571,-8.315738549305076e-09,8.315738549305076e-09,0.007786128823041571,-8.430429436549288e-09,8.430429436549288e-09,0.01847800176913801,-8.430429436549288e-09,8.430429436549288e-09,0.01847800176913801,1.6860858873098575e-08,1.663147709861015e-08,-0.02960051275387489,-0.10918021420476628,121927.34233997183,-121927.39486823301,-8.57312713012099e-09,8.57312713012099e-09,0.008027124933721385,-8.57312713012099e-09,8.57312713012099e-09,0.008027124933721383,-8.820095211421711e-09,8.820095211421711e-09,0.0193320798361757,-8.820095211422725e-09,8.820095211422725e-09,0.019332079836177924,1.7640190422844435e-08,1.714625426024198e-08,-0.32999377483322556,-0.2565204265537426,256979.8667204925,-256979.921438902
