,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver
0,52.902593178641446,14.61332048703767,67.51591366567912,2.2755554554093818e-06,306.3430317164678,306.34303399202327,425.5965760676278,112.00045837917918,537.5970344468069,1.65087818683299e-05,2284.9636764313154,2284.963692940097,3429.588169398641,17362.64190436762,20792.230073766263
