,Reservoir1.W0,Reservoir1.Wmin,Reservoir1.Wmax,Reservoir1.zmin,Reservoir1.zmax,Reservoir0.W0,Reservoir0.Wmin,Reservoir0.Wmax,Reservoir0.zmin,Reservoir0.zmax,Pump1.A,Pump1.B,Pump1.Qnom,Pump1.n_n,Pump1.eff,Pump1.Qmin,Pump1.Qmax,Pump2.A,Pump2.B,Pump2.Qnom,Pump2.n_n,Pump2.eff,Pump2.Qmin,Pump2.Qmax,Pipe1.K,PV.Pmax,PV.Pinst,PV.eff,Grid.Pmax,Battery.E0,Battery.SOCmax,Battery.SOCmin,Battery.Pmax,Battery.Emax,Battery.Einst,Battery.Pinst,Battery.rend_ch,Battery.rend_dc
,1,0,1,0.75,0.8,5,0,10,0,0.05,1,0.05,1,1,0.9,0.5,1.1,1,0.05,1,1,0.9,0.5,1.1,0.01,19620,9810,0.98,9810000.0,1000,1,0.2,19620,19620,1962,4905,0.9,0.9
