,Reservoir1.W0,Reservoir1.Wmin,Reservoir1.Wmax,Reservoir1.zmin,Reservoir1.zmax,Reservoir0.W0,Reservoir0.Wmin,Reservoir0.Wmax,Reservoir0.zmin,Reservoir0.zmax,Pump1.A,Pump1.B,Pump1.Qnom,Pump1.n_n,Pump1.eff,Pump1.Qmin,Pump1.Qmax,Pump2.A,Pump2.B,Pump2.Qnom,Pump2.n_n,Pump2.eff,Pump2.Qmin,Pump2.Qmax,Turb1.eff,Turb1.Pmax,Pipe1.K,PV.Pmax,PV.Pinst,PV.eff,Grid.Pmax,Battery.dt,Battery.SOCmax,Battery.SOCmin,Battery.Pmax,Battery.Emax,Battery.Pinst,Battery.Einst,Battery.eff_ch,Battery.eff_dc
,1,0,10,0.75,0.8,5,0,10,0,0.05,1,0.15,1,1,0.9,0.5,2,1,0.15,1,1,0.9,0.5,2,0.85,14715.0,0.01,19620,9810,0.98,9810000.0,1,1,0.2,19620,19620,4905,1962,0.9,0.9
