,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver
0,183.12947894964142,70.60564864092635,253.73512759056777,1.469539105024574,5.534372881275691e-05,1.4695944487533867,2289.9295306163995,718.1827651628736,3008.112295779273,11.68055955085454,0.0003552420763931344,11.680914792930933,2745.881724844619,13908.512413460143,16654.39413830476
